time,timestamp,frontend_adservice,frontend_currencyservice,checkoutservice_productcatalogservice,frontend_productcatalogservice,recommendationservice_productcatalogservice,checkoutservice_emailservice,checkoutservice_paymentservice,frontend_shippingservice,checkoutservice_shippingservice,checkoutservice_currencyservice,checkoutservice_cartservice,frontend_recommendationservice,frontend_checkoutservice,frontend_cartservice
2022-08-23 18:02:28.676330432 +0000 UTC m=+21780.658766707,1661277748,0.019473684,0.008462963,0.0075,0.004761273,0.003835821,0.003,0.0075,0.003916667,0.0075,0.004,0.0075,0.008481013,0.225,0.004628571
2022-08-23 18:03:28.834235101 +0000 UTC m=+21840.816671389,1661277808,0.017115385,0.007631579,0.004142857,0.004653631,0.003604651,0.005,0.0075,0.005,0.003666667,0.00625,0.005,0.008117284,0.2,0.00484375
2022-08-23 18:04:28.61455385 +0000 UTC m=+21900.596990145,1661277868,0.015131579,0.007844203,0.004818182,0.004137755,0.003114943,0.003333333,0.003333333,0.004142857,0.003545455,0.03125,0.004111111,0.007962963,0.125,0.005915493
2022-08-23 18:05:28.744299752 +0000 UTC m=+21960.726736027,1661277928,0.013461538,0.008981481,0.0045,0.004103825,0.003307692,0.003,0.004,0.004125,0.004,0.055,0.006875,0.008107143,0.375,0.005992647
2022-08-23 18:06:28.928810231 +0000 UTC m=+22020.911246507,1661277988,0.015625,0.007435345,0.0045,0.004124324,0.003777778,0.003285714,0.006,0.003428571,0.003285714,0.0075,0.006,0.008576923,0.175,0.004625
2022-08-23 18:07:28.879592188 +0000 UTC m=+22080.862028463,1661278048,0.014714286,0.009173729,0.004714286,0.004189573,0.003457831,0.00625,0.00625,0.003947368,0.006666667,0.0375,0.004428571,0.008109756,0.22,0.004358974
2022-08-23 18:08:28.636571198 +0000 UTC m=+22140.619007474,1661278108,0.015965909,0.0078125,0.004692308,0.004002481,0.003379747,0.003,0.003285714,0.004384615,0.003461538,0.058333333,0.003666667,0.007861446,0.175,0.0042
2022-08-23 18:09:28.844858294 +0000 UTC m=+22200.827294579,1661278168,0.016428571,0.008653846,0.005,0.003892045,0.003450704,0.003,0.0045,0.003526316,0.0038,0.0375,0.006071429,0.007977941,0.175,0.004473684
2022-08-23 18:10:28.922801313 +0000 UTC m=+22260.905237589,1661278228,0.014411765,0.008691589,0.006,0.004195266,0.003478873,0.0035,0.003,0.004636364,0.003857143,0.004272727,0.00625,0.008043478,0.2,0.0051
2022-08-23 18:11:28.611367781 +0000 UTC m=+22320.593804055,1661278288,0.014186047,0.009232456,0.005833333,0.003901333,0.003724638,0.003,0.005,0.003190476,0.003666667,0.0046,0.005,0.008043478,0.25,0.005423729
2022-08-23 18:12:28.936119806 +0000 UTC m=+22380.918556081,1661278348,0.015755814,0.008952991,0.003909091,0.003857143,0.003394737,0.003333333,0.0038,0.004176471,0.0045,0.0175,0.005625,0.0081,0.25,0.004565217
2022-08-23 18:13:28.857030889 +0000 UTC m=+22440.839467164,1661278408,0.016136364,0.0075,0.00425,0.003946237,0.003189189,0.003,0.005,0.003588235,0.003133333,0.006666667,0.003142857,0.007792208,0.16,0.004533333
2022-08-23 18:14:28.723559828 +0000 UTC m=+22500.705996114,1661278468,0.015089286,0.008696581,0.005,0.00450289,0.003289474,0.0034,0.005,0.003466667,0.003444444,0.008333333,0.004666667,0.008442029,0.3125,0.006380597
2022-08-23 18:15:28.777066058 +0000 UTC m=+22560.759502333,1661278528,0.013642857,0.018365385,0.003571429,0.004257971,0.003626866,0.003,0.0038,0.003526316,0.003545455,0.0175,0.006666667,0.008152174,0.583333333,0.006461039
2022-08-23 18:16:28.855572683 +0000 UTC m=+22620.838008958,1661278588,0.018214286,0.009375,0.003666667,0.004885196,0.003714286,0.003,0.005,0.004733333,0.003,0.0075,0.004333333,0.008402778,0.28125,0.005282258
2022-08-23 18:17:28.698123617 +0000 UTC m=+22680.680559898,1661278648,0.017317073,0.010535714,0.0065625,0.004274238,0.0035,0.003,0.005,0.003761905,0.0042,0.003727273,0.005,0.008,0.2,0.00509434
2022-08-23 18:18:28.910918013 +0000 UTC m=+22740.893354319,1661278708,0.01375,0.016818182,,0.0040317,0.00352459,,,0.003769231,,,,0.008095238,0.25,0.004818182
2022-08-23 18:19:28.760173632 +0000 UTC m=+22800.742609907,1661278768,0.018035714,0.009356436,0.006818182,0.004426901,0.003567164,0.0035,0.005833333,0.004058824,0.004333333,0.00375,0.004666667,0.008283582,0.333333333,0.006142857
2022-08-23 18:20:28.984213713 +0000 UTC m=+22860.966649990,1661278828,0.015208333,0.008256881,0.0075,0.004255102,0.003463415,0.005,0.0075,0.00425,0.003,0.066666667,0.006666667,0.007951807,0.225,0.005568182
2022-08-23 18:21:28.814992417 +0000 UTC m=+22920.797428711,1661278888,0.011034483,0.009453125,0.007,0.00406,0.003296296,0.003,0.004,0.003615385,0.003,0.0175,0.0034,0.00787037,0.175,0.004484848
2022-08-23 18:22:29.126039392 +0000 UTC m=+22981.108475668,1661278949,0.017682927,0.007619048,0.004333333,0.004187166,0.003405405,0.003,0.003,0.003818182,0.003666667,0.0875,0.003,0.007987013,0.175,0.004522388
2022-08-23 18:23:28.859611167 +0000 UTC m=+23040.842047456,1661279008,0.01362069,0.008355856,0.005,0.00462807,0.003567164,0.003,0.0035,0.003736842,0.0035,0.00475,0.005,0.007964286,0.175,0.004846154
2022-08-23 18:24:29.066067077 +0000 UTC m=+23101.048503353,1661279069,0.015178571,0.007427885,0.005625,0.004295129,0.003463768,0.003,0.003,0.0037,0.005,0.0175,0.00625,0.008515625,0.175,0.006111111
2022-08-23 18:25:28.956624281 +0000 UTC m=+23160.939060556,1661279128,0.0118,0.0075,0.005,0.004542169,0.003453333,0.003666667,0.005,0.0042,0.003666667,0.004,0.006,0.007884615,0.25,0.005357143
2022-08-23 18:26:29.062388729 +0000 UTC m=+23221.044825027,1661279189,0.015681818,0.007860825,0.003,0.004292225,0.0034,0.003,0.005,0.003952381,0.003,0.05,0.005833333,0.00809375,0.2125,0.005
2022-08-23 18:27:28.729364133 +0000 UTC m=+23280.711800422,1661279248,0.015625,0.007606838,0.0042,0.004012346,0.003705882,0.004,0.004,0.0035,0.0034,0.0375,0.005,0.00834507,0.2,0.003962025
2022-08-23 18:28:28.947026015 +0000 UTC m=+23340.929462289,1661279308,0.015675676,0.0097,0.0045,0.004357542,0.003493506,0.005,0.0075,0.004263158,0.003666667,0.0046,0.0075,0.008297101,0.175,0.004415385
2022-08-23 18:29:28.725099117 +0000 UTC m=+23400.707535392,1661279368,0.012327586,0.009350962,0.005,0.003907449,0.003206897,0.0034,0.004,0.003695652,0.003888889,0.005,0.0059375,0.007906977,0.28125,0.005515873
2022-08-23 18:30:28.859757982 +0000 UTC m=+23460.842194257,1661279428,0.01375,0.032211538,0.00325,0.004123919,0.003714286,0.004,0.004,0.00332,0.003,0.004428571,0.007,0.008319672,0.175,0.005625
2022-08-23 18:31:28.72387392 +0000 UTC m=+23520.706310202,1661279488,0.0165625,0.009455645,0.003714286,0.004379121,0.003666667,0.0038,0.0038,0.004066667,0.003153846,0.00425,0.0045,0.008333333,0.205,0.004714286
2022-08-23 18:32:28.923487648 +0000 UTC m=+23580.905923924,1661279548,0.013308824,0.008081395,0.005625,0.00385213,0.003227848,0.003666667,0.003666667,0.003875,0.0042,0.0175,0.0042,0.008028169,0.3125,0.004294118
2022-08-23 18:33:28.845628468 +0000 UTC m=+23640.828064750,1661279608,0.016283784,0.014921875,0.006875,0.004230263,0.003625,0.0034,0.007,0.0034,0.004,0.00875,0.004428571,0.008232759,0.175,0.004125
2022-08-23 18:34:28.960541043 +0000 UTC m=+23700.942977318,1661279668,0.014112903,0.008618421,0.005,0.003863544,0.003478261,0.0034,0.004,0.003516129,0.003,0.0075,0.007,0.007934783,0.28125,0.005555556
2022-08-23 18:35:28.848986069 +0000 UTC m=+23760.831422344,1661279728,0.0128125,0.009918699,0.005,0.00457485,0.003764706,0.003,0.003,0.003695652,0.005,0.0075,0.005,0.008554688,0.2125,0.004619048
2022-08-23 18:36:28.938804272 +0000 UTC m=+23820.921240547,1661279788,0.014875,0.007772277,0.003363636,0.003875878,0.003352941,0.003,0.003666667,0.00324,0.003666667,0.0044,0.003666667,0.007787356,0.2125,0.004314286
2022-08-23 18:37:28.884766542 +0000 UTC m=+23880.867202817,1661279848,0.016891892,0.0113125,0.004333333,0.004677632,0.003782609,0.003,0.003,0.003761905,0.003222222,0.0175,0.004333333,0.008842593,0.333333333,0.004639344
2022-08-23 18:38:29.05520128 +0000 UTC m=+23941.037637564,1661279909,0.015067568,0.008950382,0.004833333,0.004250704,0.003535211,0.003,0.004,0.004466667,0.003181818,0.004866667,0.005714286,0.008159722,0.3125,0.005958333
2022-08-23 18:39:29.037926914 +0000 UTC m=+24001.020363198,1661279969,0.014596774,0.008135965,0.003,0.004242967,0.0035,0.003,0.0075,0.003705882,0.003,0.004333333,0.003666667,0.008012048,0.3125,0.006343284
2022-08-23 18:40:28.71231921 +0000 UTC m=+24060.694755493,1661280028,0.016104651,0.01266129,0.00625,0.004065375,0.003567568,0.003,0.003222222,0.003727273,0.003222222,0.008125,0.004636364,0.008108974,0.25,0.004175
2022-08-23 18:41:28.8841301 +0000 UTC m=+24120.866566376,1661280088,0.014230769,0.007941176,0.005625,0.00405641,0.003486486,0.00625,0.0075,0.003761905,0.007,0.0625,0.00625,0.008141892,0.175,0.004064935
2022-08-23 18:42:28.904303671 +0000 UTC m=+24180.886739947,1661280148,0.017083333,0.00827381,0.004428571,0.003989583,0.003253165,0.0035,0.0035,0.003909091,0.003857143,0.004090909,0.006666667,0.007927632,0.175,0.004454545
2022-08-23 18:43:28.880421811 +0000 UTC m=+24240.862858086,1661280208,0.017083333,0.008486395,0.005,0.004431818,0.00317284,0.003,0.003666667,0.003947368,0.003285714,0.003857143,0.006,0.008150685,0.175,0.006363636
2022-08-23 18:44:28.660395051 +0000 UTC m=+24300.642831326,1661280268,0.014166667,0.008208955,0.005,0.004075426,0.00338961,0.003,0.003,0.005333333,0.003666667,0.075,0.005,0.008101266,0.175,0.006164384
2022-08-23 18:45:28.860983069 +0000 UTC m=+24360.843419371,1661280328,0.0165625,0.020681818,0.004,0.004515337,0.003716418,0.003,0.005,0.003736842,0.003666667,0.003,0.006666667,0.008583333,0.25,0.004689655
2022-08-23 18:46:28.701771966 +0000 UTC m=+24420.684208250,1661280388,0.015869565,0.009827586,0.0035,0.005066079,0.00360274,0.003,0.0035,0.005,0.003857143,0.00475,0.003857143,0.008107143,0.225,0.004587302
2022-08-23 18:47:28.858381326 +0000 UTC m=+24480.840817613,1661280448,0.015675676,0.044196429,0.0036,0.004345029,0.003556962,0.003,0.0034,0.004294118,0.0034,0.003923077,0.004,0.008214286,0.2,0.005283019
2022-08-23 18:48:28.926216318 +0000 UTC m=+24540.908652592,1661280508,0.015121951,0.007465278,0.004428571,0.004333333,0.003414634,0.0034,0.003,0.003666667,0.003444444,0.029166667,0.004666667,0.007891566,0.25,0.004898305
2022-08-23 18:49:28.736902859 +0000 UTC m=+24600.719339157,1661280568,0.015675676,0.009692623,0.003666667,0.004380531,0.003278481,0.003,0.0075,0.004666667,0.003,0.00625,0.0075,0.008152174,0.291666667,0.006625
2022-08-23 18:50:28.951608207 +0000 UTC m=+24660.934044489,1661280628,0.014642857,0.007616279,0.003461538,0.004028424,0.003238095,0.003,0.0034,0.003631579,0.003181818,0.005,0.00625,0.007740964,0.15625,0.005
2022-08-23 18:51:29.01110711 +0000 UTC m=+24720.993543425,1661280689,0.015304878,0.013586957,0.004,0.004007557,0.003583333,0.003666667,0.006666667,0.003947368,0.003285714,0.005,0.0042,0.008321429,0.2125,0.004709677
2022-08-23 18:52:28.728978372 +0000 UTC m=+24780.711414648,1661280748,0.0109,0.00699115,0.006875,0.003907767,0.003646154,0.0034,0.004,0.003235294,0.003666667,0.0175,0.00625,0.008141892,0.3125,0.004411765
2022-08-23 18:53:28.905397967 +0000 UTC m=+24840.887834242,1661280808,0.014125,0.010681818,0.0075,0.004361039,0.003506667,0.003,0.0075,0.003941176,0.005,0.005,0.0075,0.008390411,0.2125,0.005
2022-08-23 18:54:28.758282949 +0000 UTC m=+24900.740719234,1661280868,0.017094595,0.007163866,0.005,0.004283133,0.003535211,0.003,0.003666667,0.004666667,0.003666667,0.0175,0.005,0.007945205,0.19375,0.005188679
2022-08-23 18:55:28.897472204 +0000 UTC m=+24960.879908479,1661280928,0.013355263,0.007209821,0.006363636,0.003982278,0.003240964,0.003,0.004333333,0.0033,0.004333333,0.00875,0.003571429,0.007831325,0.333333333,0.004013699
2022-08-23 18:56:28.871747126 +0000 UTC m=+25020.854183400,1661280988,0.013958333,0.029924242,0.005,0.00455496,0.003597403,0.003666667,0.005,0.003857143,0.003285714,0.066666667,0.0042,0.008355263,0.2,0.005307692
2022-08-23 18:57:28.925136839 +0000 UTC m=+25080.907573120,1661281048,0.016617647,0.009391304,0.003666667,0.004333333,0.00327027,0.003,0.004,0.004076923,0.0034,0.0038,0.006666667,0.008030303,0.25,0.00409375
2022-08-23 18:58:28.683737012 +0000 UTC m=+25140.666173298,1661281108,0.01627907,0.008617424,0.003,0.004474286,0.003415584,0.003,0.003,0.003947368,0.003,0.05,0.01,0.008184932,0.2125,0.005892857
2022-08-23 18:59:28.975413063 +0000 UTC m=+25200.957849339,1661281168,0.01425,0.006597222,0.004111111,0.003917127,0.003361111,0.003,0.003,0.0035,0.0035,0.04375,0.005,0.007857143,0.375,0.005357143
2022-08-23 19:00:28.877811169 +0000 UTC m=+25260.860247453,1661281228,0.016477273,0.009049587,0.004428571,0.004160377,0.003481928,0.003333333,0.0038,0.004111111,0.004111111,0.004166667,0.004111111,0.00847973,0.2125,0.004388889
2022-08-23 19:01:28.718032655 +0000 UTC m=+25320.700468929,1661281288,0.01347561,0.009189815,0.003888889,0.004142857,0.003861538,0.003,0.005833333,0.003583333,0.003857143,0.0046,0.005833333,0.008181818,0.225,0.004333333
2022-08-23 19:02:28.839959722 +0000 UTC m=+25380.822396006,1661281348,0.014256757,0.008125,0.003,0.004433962,0.003425,0.0075,0.0075,0.004666667,0.005,0.01,0.0075,0.0080625,0.175,0.0046
2022-08-23 19:03:28.745306796 +0000 UTC m=+25440.727743071,1661281408,0.0165625,0.008903846,0.005,0.004307463,0.003351351,0.004,0.0075,0.0035,0.003,0.0045,0.005,0.007916667,0.0875,0.006433824
2022-08-23 19:04:29.045638312 +0000 UTC m=+25501.028074587,1661281469,0.015172414,0.009,0.0046,0.004097938,0.003512821,0.0038,0.0038,0.003695652,0.003333333,0.058928571,0.006111111,0.008141892,0.25,0.005714286
2022-08-23 19:05:28.675335358 +0000 UTC m=+25560.657771633,1661281528,0.015294118,0.008574561,0.0075,0.004071429,0.003567164,0.003,0.0075,0.0045,0.003,0.005,0.005,0.00806338,0.25,0.00434375
2022-08-23 19:06:28.841816913 +0000 UTC m=+25620.824253189,1661281588,0.015833333,0.008516949,0.004285714,0.004138889,0.003617647,0.003,0.0042,0.003941176,0.003461538,0.0065,0.003666667,0.008028169,0.1,0.004965517
2022-08-23 19:07:28.744242798 +0000 UTC m=+25680.726679074,1661281648,0.015,0.009018692,0.0046,0.004091358,0.003461538,0.00325,0.003571429,0.0041,0.003571429,0.00625,0.0055,0.008101266,0.2125,0.006161972
2022-08-23 19:08:28.829115931 +0000 UTC m=+25740.811552207,1661281708,0.016223404,0.008562992,0.005,0.003972705,0.003368421,0.003666667,0.003666667,0.003777778,0.003,0.004428571,0.006,0.008066667,0.25,0.00609589
2022-08-23 19:09:28.984437211 +0000 UTC m=+25800.966873486,1661281768,0.014545455,0.007596154,0.0045,0.004286957,0.003866667,0.003,0.005,0.003842105,0.003,0.0175,0.003,0.008531746,0.175,0.004580645
2022-08-23 19:10:28.938289008 +0000 UTC m=+25860.920725284,1661281828,0.013529412,0.0265625,0.004714286,0.003900243,0.003441558,0.003,0.0035,0.003434783,0.003222222,0.057142857,0.004333333,0.008333333,0.2,0.004093333
2022-08-23 19:11:28.703094809 +0000 UTC m=+25920.685531084,1661281888,0.018625,0.009435976,0.0055,0.00512963,0.003356164,0.003,0.0035,0.003608696,0.003222222,0.004555556,0.004333333,0.00788961,0.2,0.005043103
2022-08-23 19:12:28.835862312 +0000 UTC m=+25980.818298590,1661281948,0.017134146,0.009173228,0.005,0.004737179,0.003492754,0.003,0.004,0.004294118,0.003181818,0.05,0.005,0.008333333,0.175,0.006323529
2022-08-23 19:13:28.739544344 +0000 UTC m=+26040.721980620,1661282008,0.016,0.008810484,0.004142857,0.004173554,0.003586667,0.0035,0.004333333,0.004157895,0.003,0.0042,0.005833333,0.008246269,0.175,0.005403226
2022-08-23 19:14:28.970758235 +0000 UTC m=+26100.953194518,1661282068,0.0150625,0.008459302,0.005833333,0.003918182,0.003333333,0.003333333,0.005625,0.003214286,0.0038,0.004222222,0.004111111,0.007897727,0.225,0.004314286
2022-08-23 19:15:28.909343603 +0000 UTC m=+26160.891779878,1661282128,0.014090909,0.006965812,0.003666667,0.004034169,0.003521739,0.003,0.0038,0.003333333,0.003888889,0.004454545,0.004714286,0.00820122,0.25,0.004260274
2022-08-23 19:16:28.977083726 +0000 UTC m=+26220.959520002,1661282188,0.016160714,0.007711538,0.00425,0.003960396,0.003261905,0.003,0.003666667,0.003761905,0.0042,0.058333333,0.006,0.007926829,0.175,0.005958333
2022-08-23 19:17:29.078305769 +0000 UTC m=+26281.060742055,1661282249,0.0095625,0.01125,0.009375,0.003608137,0.003535211,0.003666667,0.003666667,0.003571429,0.0042,0.004666667,0.006666667,0.007901235,0.2125,0.004932203
2022-08-23 19:18:29.102598874 +0000 UTC m=+26341.085035160,1661282309,0.01,0.00697479,0.005,0.003608209,0.00337037,0.003,0.003571429,0.003344828,0.004090909,0.004222222,0.0044,0.007842105,0.2125,0.004
2022-08-23 19:19:28.733822061 +0000 UTC m=+26400.716258336,1661282368,0.013428571,0.009869792,0.006388889,0.004169492,0.003947368,0.003,0.0034,0.0039,0.003666667,0.004818182,0.004428571,0.008359375,0.175,0.004212121
2022-08-23 19:20:29.021752968 +0000 UTC m=+26461.004189256,1661282429,0.0150625,0.009126016,0.005833333,0.004238095,0.003405063,0.003333333,0.0045,0.0045,0.003,0.075,0.0038,0.00796875,0.23125,0.005362903
2022-08-23 19:21:28.8332547 +0000 UTC m=+26520.815690974,1661282488,0.018125,0.009029126,0.005625,0.004684564,0.003617647,0.003666667,0.0042,0.003833333,0.003909091,0.004384615,0.006363636,0.00877193,0.175,0.006022727
2022-08-23 19:22:28.860684588 +0000 UTC m=+26580.843120863,1661282548,0.015113636,0.008514493,0.004142857,0.00478125,0.003828571,0.003,0.003,0.0043,0.0035,0.01,0.003857143,0.008589744,0.23125,0.005147059
2022-08-23 19:23:28.868817779 +0000 UTC m=+26640.851254054,1661282608,0.013214286,0.008252212,0.003571429,0.004451163,0.003971429,0.003,0.003666667,0.003444444,0.003666667,0.029166667,0.0042,0.00853125,0.2,0.004159091
2022-08-23 19:24:28.872843113 +0000 UTC m=+26700.855279410,1661282668,0.012177419,0.007429907,0.005833333,0.003945946,0.003551724,0.005,0.003666667,0.003956522,0.005,0.0075,0.0042,0.007902299,0.1625,0.004521127
2022-08-23 19:25:28.702377778 +0000 UTC m=+26760.684814054,1661282728,0.017697368,0.008242188,0.006875,0.004863481,0.003754098,0.003,0.004,0.003875,0.004,0.005,0.004,0.008452381,0.1,0.005092593
2022-08-23 19:26:28.861376703 +0000 UTC m=+26820.843812979,1661282788,0.013841463,0.007715827,0.004714286,0.004126005,0.003377778,0.003,0.003,0.003782609,0.003666667,0.060714286,0.006875,0.008159722,0.2125,0.005833333
2022-08-23 19:27:28.954900719 +0000 UTC m=+26880.937337020,1661282848,0.016453488,0.00769084,0.0071875,0.004134177,0.003605263,0.0038,0.0065,0.00404,0.005,0.005,0.007083333,0.00796875,0.15625,0.005945946
2022-08-23 19:28:29.031361968 +0000 UTC m=+26941.013798270,1661282909,0.015,0.008692308,0.008125,0.00468323,0.003567164,0.003,0.0035,0.003823529,0.003,0.004428571,0.004333333,0.008116438,0.1,0.004612903
2022-08-23 19:29:29.094563957 +0000 UTC m=+27001.077000243,1661282969,0.014615385,0.010220588,0.0038,0.004134409,0.003415584,0.0034,0.0034,0.003842105,0.003666667,0.01,0.005,0.007927632,0.3125,0.004371429
2022-08-23 19:30:29.100716847 +0000 UTC m=+27061.083153122,1661283029,0.014736842,0.007718447,0.005,0.004222506,0.003852941,0.003,0.004,0.003727273,0.003,0.00875,0.005,0.008344595,0.15,0.004102564
2022-08-23 19:31:29.041749674 +0000 UTC m=+27121.024185960,1661283089,0.015,0.009677419,0.004111111,0.004554252,0.003444444,0.003666667,0.003666667,0.0036,0.0046,0.02,0.00625,0.008380282,0.175,0.005403226
2022-08-23 19:32:28.900072518 +0000 UTC m=+27180.882508793,1661283148,0.01375,0.008304598,0.003666667,0.004047368,0.00346875,0.003,0.003,0.003842105,0.005,0.0175,0.01,0.0079,0.25,0.005423729
2022-08-23 19:33:28.931091767 +0000 UTC m=+27240.913528042,1661283208,0.016358696,0.006751969,0.005681818,0.004284635,0.00327907,0.0035,0.0035,0.0038,0.005,0.004466667,0.005,0.007888889,0.19,0.0049
2022-08-23 19:34:29.076543067 +0000 UTC m=+27301.058979380,1661283269,0.015227273,0.007621951,0.0045,0.004110024,0.003626866,0.003,0.0038,0.00375,0.003545455,0.0045,0.006111111,0.007873563,0.25,0.004529412
2022-08-23 19:35:28.998859219 +0000 UTC m=+27360.981295495,1661283328,0.015526316,0.008316832,0.005,0.003935561,0.003432432,0.003,0.003,0.00356,0.003,0.003444444,0.0034,0.008253425,0.075,0.004352113
2022-08-23 19:36:28.819556045 +0000 UTC m=+27420.801992331,1661283388,0.015192308,0.012419355,0.0075,0.004415617,0.003487179,0.003,0.003,0.003344828,0.003,0.004,0.0075,0.008079268,0.205,0.005763889
2022-08-23 19:37:28.746427195 +0000 UTC m=+27480.728863470,1661283448,0.014934211,0.009646018,0.003,0.004248,0.003835821,0.005,0.005,0.003695652,0.003666667,0.0175,0.0075,0.0081,0.175,0.005443548
2022-08-23 19:38:28.96462639 +0000 UTC m=+27540.947062665,1661283508,0.013355263,0.009736842,0.00625,0.003973262,0.003351351,0.003,0.005833333,0.003380952,0.003,0.059375,0.003857143,0.007992958,0.375,0.004283582
2022-08-23 19:39:28.840550169 +0000 UTC m=+27600.822986444,1661283568,0.016627907,0.017916667,0.005277778,0.004158192,0.003584615,0.003,0.004,0.003631579,0.003666667,0.004846154,0.005833333,0.007905405,0.375,0.004382353
2022-08-23 19:40:29.045298607 +0000 UTC m=+27661.027734889,1661283629,0.015526316,0.009852941,0.003,0.004359375,0.00372973,0.003,0.0075,0.003842105,0.003,0.058333333,0.01,0.008888889,0.4375,0.004862069
2022-08-23 19:41:29.085584674 +0000 UTC m=+27721.068020949,1661283689,0.015853659,0.009166667,0.003375,0.003933333,0.003384615,0.003285714,0.003285714,0.004,0.003461538,0.055769231,0.003666667,0.008019481,0.175,0.006061644
2022-08-23 19:42:28.939290815 +0000 UTC m=+27780.921727090,1661283748,0.0115,0.00959375,0.006875,0.003784969,0.003425,0.003,0.003666667,0.003428571,0.003285714,0.0075,0.006666667,0.007865169,0.19,0.005688406
2022-08-23 19:43:28.720853471 +0000 UTC m=+27840.703289746,1661283808,0.015735294,0.007322835,0.006875,0.004350282,0.003465753,0.005,0.005,0.004,0.003666667,0.0045,0.005,0.008066667,0.083333333,0.004818182
2022-08-23 19:44:28.864123061 +0000 UTC m=+27900.846559348,1661283868,0.0146875,0.013,0.005,0.004362126,0.003422535,0.003,0.004,0.003777778,0.003666667,0.01,0.004,0.008208333,0.175,0.004645161
2022-08-23 19:45:28.926441863 +0000 UTC m=+27960.908878142,1661283928,0.013515625,0.007939815,0.0035,0.00435625,0.003411765,0.003,0.003,0.0035,0.003,0.003333333,0.005,0.008115385,0.15,0.004962963
2022-08-23 19:46:28.852316846 +0000 UTC m=+28020.834753131,1661283988,0.014,0.008903061,0.003,0.004083333,0.003441558,0.003,0.004,0.0037,0.003,0.00625,0.004,0.008445946,0.1375,0.00484375
2022-08-23 19:47:28.772195955 +0000 UTC m=+28080.754632231,1661284048,0.013333333,0.008583333,0.003666667,0.004388889,0.003567901,0.004333333,0.004333333,0.003444444,0.003,0.005,0.0065625,0.008352941,0.40625,0.00576087
2022-08-23 19:48:28.924097024 +0000 UTC m=+28140.906533299,1661284108,0.01375,0.007989691,0.0046,0.004053824,0.003337662,0.003,0.0034,0.004,0.003666667,0.004333333,0.0055,0.008035714,0.1,0.00505
2022-08-23 19:49:28.991054325 +0000 UTC m=+28200.973490607,1661284168,0.015666667,0.008913043,0.006071429,0.004065274,0.003676923,0.003333333,0.003,0.003181818,0.003545455,0.01,0.004111111,0.00859375,0.1,0.004639344
2022-08-23 19:50:29.038878506 +0000 UTC m=+28261.021314783,1661284229,0.013648649,0.009277344,0.003888889,0.004432584,0.003513514,0.0034,0.0034,0.003736842,0.0034,0.004454545,0.004428571,0.008092105,0.28125,0.006
2022-08-23 19:51:28.759905013 +0000 UTC m=+28320.742341297,1661284288,0.012419355,0.008581081,0.004111111,0.003868293,0.003410256,0.0035,0.004333333,0.004,0.005833333,0.003923077,0.0055,0.008194444,0.175,0.005327869
2022-08-23 19:52:28.850638823 +0000 UTC m=+28380.833075110,1661284348,0.013851351,0.018839286,0.003461538,0.004453453,0.003981818,0.0034,0.003,0.003421053,0.0034,0.05,0.003666667,0.008771186,0.75,0.004267606
2022-08-23 19:53:28.884770992 +0000 UTC m=+28440.867207267,1661284408,0.013409091,0.008948598,0.005357143,0.00383871,0.0035,0.003,0.0034,0.003608696,0.0034,0.009166667,0.0034,0.008076923,0.25,0.0044
2022-08-23 19:54:28.725492738 +0000 UTC m=+28500.707929027,1661284468,0.014375,0.006836735,0.0046,0.003947658,0.004122807,0.003,0.003,0.004333333,0.0034,0.004428571,0.00625,0.008269231,0.25,0.004859649
2022-08-23 19:55:28.933703197 +0000 UTC m=+28560.916139481,1661284528,0.014054054,0.008717949,0.007857143,0.003821002,0.003515152,0.003,0.0035,0.00348,0.0035,0.0075,0.006,0.008040541,0.175,0.00504386
2022-08-23 19:56:28.747648229 +0000 UTC m=+28620.730084505,1661284588,0.0158125,0.007797619,0.005,0.00448688,0.0034,0.003,0.003,0.00375,0.0042,0.071428571,0.005,0.008321429,0.2125,0.004101449
2022-08-23 19:57:28.87250411 +0000 UTC m=+28680.854940385,1661284648,0.0146875,0.014054054,0.0075,0.004042316,0.003307692,0.003,0.004,0.003384615,0.0034,0.0175,0.004,0.007861111,0.2125,0.004036145
2022-08-23 19:58:29.136332322 +0000 UTC m=+28741.118768596,1661284709,0.016048387,0.008219178,0.003888889,0.004268293,0.00364,0.0035,0.0035,0.005357143,0.003,0.005,0.005,0.00815,0.175,0.004333333
2022-08-23 19:59:28.938281963 +0000 UTC m=+28800.920718256,1661284768,0.015892857,0.007747748,0.0035,0.003841558,0.003293333,0.0034,0.003,0.0035,0.003181818,0.004555556,0.004428571,0.007788462,0.15625,0.005283019
2022-08-23 20:00:29.006318832 +0000 UTC m=+28860.988755190,1661284829,0.016585366,0.007038217,0.003727273,0.003949153,0.003358974,0.003,0.0038,0.0042,0.003545455,0.003444444,0.005625,0.007764706,0.1375,0.00531746
2022-08-23 20:01:28.976134157 +0000 UTC m=+28920.958570431,1661284888,0.015670732,0.006227273,0.004142857,0.003690377,0.003288889,0.003,0.003333333,0.003888889,0.003333333,0.003769231,0.005,0.00782967,0.1,0.003878049
2022-08-23 20:02:28.920822255 +0000 UTC m=+28980.903258540,1661284948,0.011956522,0.008221154,0.005,0.004061538,0.003222222,0.003,0.005,0.003833333,0.003666667,0.003,0.003,0.007960526,0.1375,0.004081081
