time,timestamp,checkoutservice_productcatalogservice,checkoutservice_currencyservice,checkoutservice_emailservice,frontend_currencyservice,frontend_recommendationservice,recommendationservice_productcatalogservice,checkoutservice_cartservice,frontend_checkoutservice,frontend_shippingservice,frontend_adservice,frontend_productcatalogservice,checkoutservice_shippingservice,frontend_cartservice,checkoutservice_paymentservice
2022-08-23 18:17:28.68183946 +0000 UTC m=+22680.664275735,1661278648,0.003,0.005,0.003,0.008026316,0.007678571,0.003619718,0.003,0.175,0.003,0.015961538,0.003228261,0.003,0.003074074,0.003
2022-08-23 18:18:28.893623523 +0000 UTC m=+22740.876059805,1661278708,,0.0375,,0.009583333,0.007711268,0.003509091,0.003,,0.003,0.013157895,0.003142857,,0.003019048,0.003
2022-08-23 18:19:28.738810337 +0000 UTC m=+22800.721246620,1661278768,0.003363636,0.004714286,0.003,0.005892857,0.008071429,0.003519481,0.003,0.175,0.003,0.017819149,0.003240838,0.002777778,0.003056604,0.003
2022-08-23 18:20:28.964557076 +0000 UTC m=+22860.946993351,1661278828,0.003,0.003923077,0.003,0.004445455,0.007774725,0.003130435,0.003,0.175,0.003,0.0150625,0.003187605,0.003,0.003034188,0.003
2022-08-23 18:21:28.797184685 +0000 UTC m=+22920.779620959,1661278888,0.003181818,0.00425,0.003,0.00575,0.007703488,0.003155844,0.003,0.175,0.003,0.009926471,0.003140351,0.003,0.003018868,0.003666667
2022-08-23 18:22:29.105521611 +0000 UTC m=+22981.087957889,1661278949,0.003,0.003625,0.003,0.004302128,0.007746914,0.003363636,0.003,0.5,0.003,0.017105263,0.003187156,0.003,0.003016807,0.003
2022-08-23 18:23:28.841302679 +0000 UTC m=+23040.823738954,1661279008,0.003,0.004,0.003,0.004542857,0.007905405,0.003202532,0.003,0.225,0.003,0.01362069,0.003208589,0.003,0.0030625,0.003
2022-08-23 18:24:29.046498255 +0000 UTC m=+23101.028934530,1661279069,0.003,0.025,0.003,0.004140097,0.00775974,0.003195122,0.003,0.2125,0.003,0.014772727,0.003129496,0.002333333,0.003039216,0.003
2022-08-23 18:25:28.938020435 +0000 UTC m=+23160.920456710,1661279128,0.003,0.0038,0.003,0.0043,0.007555556,0.003183908,0.003285714,0.175,0.003,0.011956522,0.003198915,0.003,0.003017241,0.003
2022-08-23 18:26:28.979938838 +0000 UTC m=+23220.962375113,1661279188,0.003,0.004176471,0.003,0.00446,0.007758621,0.003547619,0.003166667,0.333333333,0.003,0.014191176,0.003265758,0.003,0.003033333,0.003
2022-08-23 18:27:28.707976663 +0000 UTC m=+23280.690412942,1661279248,0.003,0.0175,0.003,0.00428,0.007839506,0.00325974,0.003,0.2125,0.003,0.015380435,0.003188462,0.0034,0.003,0.003
2022-08-23 18:28:28.925159265 +0000 UTC m=+23340.907595540,1661279308,0.003,0.003285714,0.003,0.004989305,0.007921687,0.003351351,0.003333333,0.25,0.003,0.014285714,0.003187739,0.003,0.003,0.003
2022-08-23 18:29:28.708528393 +0000 UTC m=+23400.690964669,1661279368,0.003117647,0.005,0.003,0.006057692,0.007580645,0.003111111,0.003,0.25,0.003,0.011551724,0.00317284,0.003,0.003,0.003
2022-08-23 18:30:28.839550079 +0000 UTC m=+23460.821986355,1661279428,0.003,0.0375,0.003,0.0265625,0.007878788,0.003410959,0.003,0.2125,0.003,0.01375,0.003220532,0.003,0.003018349,0.003
2022-08-23 18:31:28.702683199 +0000 UTC m=+23520.685119473,1661279488,0.003,0.0045,0.003285714,0.007333333,0.007962963,0.003064516,0.003,0.225,0.003,0.015526316,0.003168096,0.003,0.003115385,0.003
2022-08-23 18:32:28.899376318 +0000 UTC m=+23580.881812593,1661279548,0.003,0.01,0.003,0.004483871,0.007682927,0.003226804,0.003,0.25,0.003058824,0.013125,0.003148036,0.003,0.003,0.003
2022-08-23 18:33:28.831318229 +0000 UTC m=+23640.813754503,1661279608,0.003888889,0.005,0.003,0.006634615,0.007837838,0.003481013,0.003,0.25,0.003,0.016402439,0.003246528,0.003,0.003058824,0.003
2022-08-23 18:34:28.94711339 +0000 UTC m=+23700.929549673,1661279668,0.0032,0.033333333,0.003,0.0049,0.00785,0.00325,0.003105263,0.25,0.002931034,0.01375,0.003232394,0.0025,0.003031746,0.003
2022-08-23 18:35:28.834515897 +0000 UTC m=+23760.816952172,1661279728,0.005,0.004428571,0.003,0.007666667,0.008012821,0.003358209,0.003,0.175,0.003,0.01075,0.0032,0.003,0.003016807,0.003
2022-08-23 18:36:28.920496051 +0000 UTC m=+23820.902932326,1661279788,0.00325,0.003888889,0.003,0.004671958,0.007688172,0.003426667,0.003,0.25,0.003,0.0145,0.003184502,0.003,0.003086957,0.003
2022-08-23 18:37:28.869238192 +0000 UTC m=+23880.851674468,1661279848,0.0035,0.05625,0.003,0.008214286,0.008076923,0.003341463,0.003,0.2125,0.003,0.015576923,0.003194004,0.003,0.003125,0.003
2022-08-23 18:38:29.038153253 +0000 UTC m=+23941.020589567,1661279909,0.003133333,0.0525,0.003,0.004811518,0.007922078,0.00335443,0.003,0.2,0.003,0.013947368,0.003203704,0.003,0.003,0.003
2022-08-23 18:39:29.018995246 +0000 UTC m=+24001.001431560,1661279969,0.003,0.058333333,0.003,0.004657459,0.007729885,0.003268293,0.003,0.175,0.003066667,0.011693548,0.003205993,0.003,0.003035088,0.003
2022-08-23 18:40:28.696870788 +0000 UTC m=+24060.679307064,1661280028,0.003444444,0.004818182,0.003,0.007972973,0.007698864,0.003266667,0.003,0.25,0.002931034,0.014709302,0.003221477,0.003,0.003049587,0.003
2022-08-23 18:41:28.867925374 +0000 UTC m=+24120.850361649,1661280088,0.003333333,0.004714286,0.003,0.004707547,0.007948718,0.003230769,0.003,0.375,0.003,0.014230769,0.003146718,0.003,0.003036697,0.003
2022-08-23 18:42:28.831267 +0000 UTC m=+24180.813703314,1661280148,0.0032,0.003,0.003,0.004327354,0.007680723,0.003292683,0.003,0.19375,0.003,0.016875,0.003228571,0.003285714,0.003053571,0.003
2022-08-23 18:43:28.852852819 +0000 UTC m=+24240.835289105,1661280208,0.003,0.003,0.003,0.004408696,0.007619048,0.003230769,0.003,0.175,0.002916667,0.016486486,0.003151163,0.003,0.003070175,0.003
2022-08-23 18:44:28.642709063 +0000 UTC m=+24300.625145338,1661280268,0.003,0.003461538,0.003,0.004525253,0.007613636,0.003210526,0.003,0.25,0.002928571,0.013428571,0.003133333,0.003,0.003,0.003
2022-08-23 18:45:28.840604406 +0000 UTC m=+24360.823040681,1661280328,0.003,0.005,0.003,0.01375,0.007993421,0.003337349,0.003,0.1,0.003,0.015909091,0.003242958,0.003,0.003072072,0.003
2022-08-23 18:46:28.685666276 +0000 UTC m=+24420.668102552,1661280388,0.003,0.0375,0.003,0.006785714,0.007761628,0.003390244,0.003133333,0.175,0.003,0.014833333,0.003209983,0.002777778,0.003033898,0.003
2022-08-23 18:47:28.837300391 +0000 UTC m=+24480.819736666,1661280448,0.003117647,0.004636364,0.003,0.0296875,0.007970588,0.003234043,0.003,0.16,0.003,0.015131579,0.003135266,0.003,0.003016129,0.003
2022-08-23 18:48:28.848970396 +0000 UTC m=+24540.831406671,1661280508,0.00425,0.01375,0.003,0.00397541,0.007690217,0.003426966,0.003,0.25,0.003,0.014054054,0.003210692,0.003,0.003086957,0.003
2022-08-23 18:49:28.718618083 +0000 UTC m=+24600.701054360,1661280568,0.003,0.0375,0.003,0.00494709,0.007616279,0.003048193,0.003222222,0.375,0.003086957,0.0145,0.003140351,0.003,0.003054545,0.003
2022-08-23 18:50:28.933927362 +0000 UTC m=+24660.916363637,1661280628,0.003266667,0.003133333,0.003,0.004241667,0.007582418,0.003326087,0.003,0.2125,0.003,0.01402439,0.003233387,0.003,0.003017544,0.003
2022-08-23 18:51:28.994208301 +0000 UTC m=+24720.976644585,1661280688,0.003,0.057142857,0.003,0.009342105,0.00787037,0.003666667,0.003,0.1,0.003,0.014342105,0.003262712,0.003285714,0.003034783,0.003
2022-08-23 18:52:28.708196133 +0000 UTC m=+24780.690632408,1661280748,0.003,0.0042,0.003,0.004638095,0.007792208,0.003344828,0.003,0.25,0.003,0.009642857,0.003218121,0.003,0.003073394,0.003
2022-08-23 18:53:28.885287279 +0000 UTC m=+24840.867723554,1661280808,0.003,0.0075,0.003,0.008352273,0.007865854,0.003411765,0.003,0.175,0.003,0.01375,0.003163673,0.003,0.003035088,0.003
2022-08-23 18:54:28.740411542 +0000 UTC m=+24900.722847818,1661280868,0.003,0.006666667,0.003,0.004285024,0.007848101,0.003189189,0.003,0.2,0.003,0.015571429,0.003162162,0.003,0.003038095,0.003
2022-08-23 18:55:28.880009784 +0000 UTC m=+24960.862446058,1661280928,0.003,0.034375,0.003,0.004154639,0.007583333,0.003292683,0.003,0.25,0.003,0.012142857,0.003221402,0.003,0.003,0.003
2022-08-23 18:56:28.854606915 +0000 UTC m=+25020.837043194,1661280988,0.003,0.0175,0.003,0.03219697,0.007941176,0.003313253,0.003,0.25,0.003,0.013552632,0.003151724,0.003,0.003048387,0.003
2022-08-23 18:57:28.907488789 +0000 UTC m=+25080.889925066,1661281048,0.003,0.004714286,0.003,0.0062,0.007625,0.003126582,0.003,0.175,0.003,0.015390625,0.003094162,0.0026,0.003018692,0.003
2022-08-23 18:58:28.659892405 +0000 UTC m=+25140.642328689,1661281108,0.003,0.0075,0.003,0.004535545,0.007703488,0.003235294,0.003666667,0.175,0.003090909,0.016071429,0.003153298,0.003,0.003068966,0.003
2022-08-23 18:59:28.956259033 +0000 UTC m=+25200.938695309,1661281168,0.003,0.052777778,0.003,0.004502075,0.007724359,0.003192771,0.003,0.375,0.0032,0.0121,0.00311449,0.003,0.003018349,0.003
2022-08-23 19:00:28.861711113 +0000 UTC m=+25260.844147389,1661281228,0.003181818,0.004833333,0.003333333,0.005961538,0.007739362,0.003285714,0.003133333,0.15625,0.003,0.0139375,0.003188811,0.003,0.003050847,0.003
2022-08-23 19:01:28.699789881 +0000 UTC m=+25320.682226159,1661281288,0.003,0.004333333,0.003,0.004654206,0.00787037,0.0034,0.003,0.175,0.003,0.012763158,0.003202247,0.003,0.00309009,0.003
2022-08-23 19:02:28.817013856 +0000 UTC m=+25380.799450175,1661281348,0.003,0.004428571,0.003,0.004135135,0.007755682,0.003394737,0.003,0.175,0.003,0.013076923,0.003205607,0.003,0.003111111,0.003
2022-08-23 19:03:28.719832426 +0000 UTC m=+25440.702268701,1661281408,0.003666667,0.003285714,0.003,0.0048125,0.007652439,0.003211765,0.003,0.175,0.003,0.015833333,0.003128342,0.003,0.003038462,0.003
2022-08-23 19:04:29.028710207 +0000 UTC m=+25501.011146482,1661281469,0.003142857,0.0375,0.003285714,0.004627907,0.007882353,0.00321978,0.003,0.23125,0.003,0.014017857,0.003202572,0.00275,0.003072072,0.003
2022-08-23 19:05:28.660944573 +0000 UTC m=+25560.643380849,1661281528,0.003,0.003888889,0.003,0.004389222,0.007792208,0.003382353,0.003,0.175,0.003,0.014342105,0.003191898,0.003,0.003021053,0.003
2022-08-23 19:06:28.821709443 +0000 UTC m=+25620.804145726,1661281588,0.003090909,0.0034,0.003,0.004941748,0.007852564,0.003482759,0.003,0.2125,0.003,0.015526316,0.003229199,0.003,0.003034188,0.003
2022-08-23 19:07:28.727926779 +0000 UTC m=+25680.710363062,1661281648,0.003,0.0048,0.003,0.004485437,0.007727273,0.003425,0.003,0.23125,0.003,0.014191176,0.003210526,0.002882353,0.003071429,0.003
2022-08-23 19:08:28.811760966 +0000 UTC m=+25740.794197260,1661281708,0.003,0.03125,0.003666667,0.0045,0.0078125,0.003181818,0.003,0.175,0.003,0.015,0.003160784,0.003,0.003033333,0.003
2022-08-23 19:09:28.966799484 +0000 UTC m=+25800.949235759,1661281768,0.00325,0.004,0.003,0.004793814,0.008028169,0.003213333,0.003,0.375,0.003,0.013387097,0.003114851,0.003,0.003,0.003
2022-08-23 19:10:28.921852339 +0000 UTC m=+25860.904288615,1661281828,0.003,0.0048,0.003,0.006041667,0.007831325,0.003293333,0.003153846,0.291666667,0.003,0.012954545,0.003136719,0.003,0.003056075,0.0035
2022-08-23 19:11:28.689390968 +0000 UTC m=+25920.671827244,1661281888,0.00325,0.005,0.003,0.004416667,0.0076875,0.003142857,0.003,0.175,0.003,0.017325581,0.003151625,0.003,0.003018349,0.003
2022-08-23 19:12:28.818745593 +0000 UTC m=+25980.801181869,1661281948,0.003166667,0.003571429,0.003,0.004521368,0.007866667,0.003441558,0.003,0.333333333,0.003190476,0.016785714,0.003233577,0.003,0.00312844,0.003
2022-08-23 19:13:28.722138694 +0000 UTC m=+26040.704574969,1661282008,0.003444444,0.01,0.003,0.004616438,0.007993827,0.003298851,0.003,0.19375,0.003,0.01527027,0.003110553,0.003,0.003033058,0.003
2022-08-23 19:14:28.952477422 +0000 UTC m=+26100.934913697,1661282068,0.0032,0.004166667,0.003,0.00496875,0.007634409,0.003410256,0.003,0.225,0.003,0.013947368,0.003227848,0.002846154,0.003066667,0.003
2022-08-23 19:15:28.893507286 +0000 UTC m=+26160.875943561,1661282128,0.003428571,0.004230769,0.003,0.003866071,0.007871287,0.003367816,0.003181818,0.23125,0.003,0.01266129,0.003205042,0.003,0.003081301,0.003
2022-08-23 19:16:28.957692708 +0000 UTC m=+26220.940128984,1661282188,0.003166667,0.004,0.003,0.004149171,0.00760989,0.003303797,0.003,0.5,0.003,0.01575,0.003180451,0.003,0.003037383,0.003
2022-08-23 19:17:29.059682997 +0000 UTC m=+26281.042119272,1661282249,0.0045,0.00425,0.003666667,0.004727749,0.0078125,0.003282051,0.003,0.25,0.003,0.009625,0.003159555,0.003,0.003054054,0.003
2022-08-23 19:18:29.083808161 +0000 UTC m=+26341.066244437,1661282309,0.003173913,0.004,0.003,0.004346614,0.007758621,0.003526316,0.003,0.15625,0.003074074,0.0099375,0.003244604,0.003117647,0.002966387,0.003
2022-08-23 19:19:28.717674666 +0000 UTC m=+26400.700110942,1661282368,0.003142857,0.01,0.003,0.005,0.008230769,0.003657143,0.003,0.2,0.003,0.011607143,0.00330038,0.003,0.003040404,0.003
2022-08-23 19:20:29.000786866 +0000 UTC m=+26460.983223143,1661282429,0.003,0.072222222,0.003,0.004765258,0.00760989,0.003263736,0.003,0.375,0.002935484,0.014807692,0.003158833,0.002833333,0.003017094,0.003
2022-08-23 19:21:28.814857259 +0000 UTC m=+26520.797293534,1661282488,0.003,0.0048,0.003,0.015357143,0.008047945,0.003317073,0.003,0.2125,0.003,0.016875,0.00316458,0.003,0.003069565,0.003
2022-08-23 19:22:28.84346445 +0000 UTC m=+26580.825900725,1661282548,0.003,0.004076923,0.003,0.00411588,0.008256579,0.003514286,0.003,0.225,0.003,0.014833333,0.003196226,0.003222222,0.00301626,0.003
2022-08-23 19:23:28.852507921 +0000 UTC m=+26640.834944198,1661282608,0.003,0.0046,0.003,0.005208333,0.008095238,0.003234043,0.003,0.25,0.003,0.012272727,0.003172524,0.003,0.003033613,0.003
2022-08-23 19:24:28.85354836 +0000 UTC m=+26700.835984635,1661282668,0.0034,0.003714286,0.003,0.004145455,0.007890625,0.00343038,0.003,0.25,0.003,0.010535714,0.003200358,0.003,0.003162602,0.003
2022-08-23 19:25:28.687548651 +0000 UTC m=+26760.669984955,1661282728,0.003,0.0035,0.003,0.004605769,0.007957746,0.003146341,0.003,0.175,0.003,0.016104651,0.003133829,0.003,0.003072072,0.003
2022-08-23 19:26:28.842039895 +0000 UTC m=+26820.824476170,1661282788,0.003,0.00625,0.003,0.004488584,0.007729592,0.003423529,0.003,0.416666667,0.003,0.014602273,0.003275618,0.003,0.003081967,0.003
2022-08-23 19:27:28.931642701 +0000 UTC m=+26880.914078976,1661282848,0.003727273,0.004,0.003,0.0042,0.0078125,0.003702703,0.003,0.175,0.003068966,0.016104651,0.003251724,0.002818182,0.003067227,0.003
2022-08-23 19:28:29.014308879 +0000 UTC m=+26940.996745155,1661282909,0.005,0.0175,0.003,0.004514286,0.007945205,0.003361111,0.003,0.091666667,0.002894737,0.013181818,0.003190099,0.003,0.00307619,0.003
2022-08-23 19:29:29.077399929 +0000 UTC m=+27001.059836205,1661282969,0.003222222,0.005,0.003,0.007115385,0.007767857,0.003477612,0.003,0.2,0.003086957,0.014285714,0.003271186,0.003,0.003016529,0.003
2022-08-23 19:30:29.078379035 +0000 UTC m=+27061.060815320,1661283029,0.003,0.004333333,0.003,0.004744898,0.008321918,0.003575342,0.003,0.2125,0.003,0.013958333,0.003330739,0.003,0.003016393,0.003
2022-08-23 19:31:29.01903775 +0000 UTC m=+27121.001474037,1661283089,0.003,0.005,0.003,0.008416667,0.0078125,0.003088889,0.003,0.375,0.003060606,0.014166667,0.003064298,0.003,0.003037037,0.003
2022-08-23 19:32:28.881078668 +0000 UTC m=+27180.863514951,1661283148,0.003,0.004,0.003,0.004243697,0.007705479,0.003253165,0.003,0.375,0.003,0.01375,0.003188679,0.003,0.003039216,0.003
2022-08-23 19:33:28.907265087 +0000 UTC m=+27240.889701362,1661283208,0.003210526,0.003888889,0.003,0.004078341,0.007663043,0.003567164,0.003,0.3125,0.003,0.015535714,0.003172549,0.003,0.003092593,0.003
2022-08-23 19:34:28.992556613 +0000 UTC m=+27300.974992897,1661283268,0.003,0.005,0.003,0.004802083,0.00775,0.003438356,0.003,0.15625,0.002916667,0.014714286,0.003249027,0.002818182,0.003018692,0.003
2022-08-23 19:35:28.97973714 +0000 UTC m=+27360.962173424,1661283328,0.00325,0.0035,0.003,0.006022727,0.007710843,0.003432432,0.003,0.1375,0.003,0.015142857,0.003196597,0.003,0.003052632,0.003
2022-08-23 19:36:28.804035393 +0000 UTC m=+27420.786471695,1661283388,0.003,0.0045,,0.004683258,0.007724719,0.003337662,0.003,0.175,0.003,0.013648649,0.003206262,0.003,0.00305,0.003
2022-08-23 19:37:28.731256015 +0000 UTC m=+27480.713692290,1661283448,0.003,0.004714286,0.003,0.007717391,0.008044872,0.003333333,0.003,0.175,0.003074074,0.01375,0.003190972,0.003,0.003016529,0.003
2022-08-23 19:38:28.946230405 +0000 UTC m=+27540.928666709,1661283508,0.003133333,0.1375,0.003,0.006851852,0.007788462,0.003313253,0.003,0.375,0.002935484,0.01375,0.00317103,0.003,0.002983193,0.003666667
2022-08-23 19:39:28.826297129 +0000 UTC m=+27600.808733405,1661283568,0.003111111,0.06875,0.003,0.00675,0.007957746,0.003357143,0.003,0.2,0.003,0.015384615,0.003275618,0.003,0.003054054,0.003
2022-08-23 19:40:29.029279449 +0000 UTC m=+27661.011715732,1661283629,0.003,0.057692308,0.003,0.004853107,0.008042169,0.003303797,0.003,0.375,0.003,0.014615385,0.003208029,0.003,0.003072072,0.003
2022-08-23 19:41:29.064808079 +0000 UTC m=+27721.047244366,1661283689,0.003,0.005,0.003,0.00923913,0.007642045,0.003357143,0.003,0.3125,0.003,0.014939024,0.003160804,0.002846154,0.003016667,0.003
2022-08-23 19:42:28.918550833 +0000 UTC m=+27780.900987117,1661283748,0.003333333,0.01,0.003,0.01525,0.007787356,0.003278481,0.003,0.15,0.002931034,0.0109375,0.003203704,0.003,0.00305,0.003
2022-08-23 19:43:28.703317947 +0000 UTC m=+27840.685754222,1661283808,0.003,0.004,0.003,0.004831461,0.007777778,0.003324324,0.003,0.1,0.00292,0.014090909,0.003194932,0.003,0.003037383,0.003
2022-08-23 19:44:28.848209024 +0000 UTC m=+27900.830645299,1661283868,0.003,0.01,0.003,0.007931034,0.007792208,0.003278481,0.003,0.19,0.003,0.012926829,0.003175573,0.003,0.003054054,0.003
2022-08-23 19:45:28.908052763 +0000 UTC m=+27960.890489038,1661283928,0.003,0.004,0.003,0.004642202,0.007697368,0.003230769,0.003222222,0.1,0.003,0.012837838,0.003176583,0.003,0.003018868,0.003
2022-08-23 19:46:28.824411538 +0000 UTC m=+28020.806847823,1661283988,0.003,0.01,0.003,0.004333333,0.007901235,0.003135135,0.003,0.1375,0.003,0.010227273,0.003115308,0.003,0.003016529,0.003
2022-08-23 19:47:28.755410104 +0000 UTC m=+28080.737846379,1661284048,0.003363636,0.061538462,0.003333333,0.00625,0.007921348,0.003423529,0.003,0.175,0.002925926,0.012419355,0.00320712,0.003,0.003095238,0.003
2022-08-23 19:48:28.904592034 +0000 UTC m=+28140.887028309,1661284108,0.003166667,0.0035,0.003,0.004234234,0.007710843,0.003453333,0.003,0.16,0.003,0.013515625,0.003237736,0.003,0.003113208,0.003
2022-08-23 19:49:28.972699331 +0000 UTC m=+28200.955135620,1661284168,0.003,0.02125,0.003,0.009609375,0.0079,0.003227848,0.003,0.1375,0.003,0.015121951,0.003164234,0.003,0.003038095,0.003
2022-08-23 19:50:29.023000877 +0000 UTC m=+28261.005437156,1661284229,0.003333333,0.01,0.003,0.006145833,0.007767857,0.003432432,0.003,0.25,0.003,0.013648649,0.00320841,0.00325,0.003034783,0.003
2022-08-23 19:51:28.740074115 +0000 UTC m=+28320.722510391,1661284288,0.003,0.00475,0.003,0.004822917,0.0079375,0.003329412,0.003,0.225,0.003,0.009756098,0.003242424,0.003,0.003033898,0.003
2022-08-23 19:52:28.832880548 +0000 UTC m=+28380.815316823,1661284348,0.003,0.065,0.003,0.004723077,0.007847222,0.003342105,0.003,0.3125,0.003,0.014539474,0.003189239,0.003,0.003035714,0.003
2022-08-23 19:53:28.868091133 +0000 UTC m=+28440.850527409,1661284408,0.003,0.0375,0.003,0.0056,0.007816901,0.003285714,0.003666667,0.2125,0.003071429,0.01266129,0.003107425,0.003,0.003061856,0.003
2022-08-23 19:54:28.709833147 +0000 UTC m=+28500.692269430,1661284468,0.003181818,0.0175,0.003,0.004666667,0.007966667,0.003345679,0.003,0.2125,0.003,0.014821429,0.003157424,0.003,0.003036364,0.003
2022-08-23 19:55:28.908928532 +0000 UTC m=+28560.891364815,1661284528,0.003222222,0.003,0.003,0.006724138,0.007804054,0.00321978,0.003,0.2125,0.003,0.011714286,0.003211604,0.003,0.003075472,0.003
2022-08-23 19:56:28.73065719 +0000 UTC m=+28620.713093465,1661284588,0.003,0.05625,0.003,0.00426087,0.007848101,0.003195122,0.003,0.5,0.003,0.014125,0.003148014,0.003,0.00304,0.003
2022-08-23 19:57:28.856829704 +0000 UTC m=+28680.839265979,1661284648,0.003666667,0.025,0.003,0.008910256,0.007743902,0.003529412,0.003,0.2,0.003074074,0.011985294,0.003246032,0.003,0.003017544,0.003
2022-08-23 19:58:29.112473014 +0000 UTC m=+28741.094909298,1661284709,0.003,0.004,0.003,0.004615764,0.00809375,0.003447368,0.003,0.15625,0.003071429,0.012565789,0.003175,0.003,0.003016529,0.003
2022-08-23 19:59:28.921052512 +0000 UTC m=+28800.903488788,1661284768,0.003,0.00625,0.0034,0.0042657,0.007654321,0.003261905,0.003,0.1,0.003,0.015172414,0.003211503,0.003,0.003018868,0.003
2022-08-23 20:00:28.984943553 +0000 UTC m=+28860.967379828,1661284828,0.003,0.004,0.003,0.003808362,0.007674419,0.003296296,0.003,0.09375,0.002931034,0.015714286,0.003143369,0.003,0.003,0.003
2022-08-23 20:01:28.957083822 +0000 UTC m=+28920.939520098,1661284888,0.003,0.003,0.003,0.003798246,0.007710526,0.003414634,0.003,0.11875,0.003,0.0150625,0.00315411,0.003153846,0.003034483,0.003
2022-08-23 20:02:28.901014385 +0000 UTC m=+28980.883450661,1661284948,0.003,0.003666667,0.003,0.004469027,0.007647059,0.003225,0.003,0.1,0.003,0.0121875,0.003173112,0.003,0.003018018,0.003
2022-08-23 20:03:28.833802631 +0000 UTC m=+29040.816238906,1661285008,0.0038,0.003666667,0.003,0.003837004,0.007797619,0.003202532,0.003,0.15,0.003153846,0.016153846,0.00318677,0.003,0.003072072,0.003
2022-08-23 20:04:28.954236563 +0000 UTC m=+29100.936672844,1661285068,0.003222222,0.0035,0.003,0.004212389,0.007857143,0.003404762,0.003,0.2125,0.003,0.014285714,0.003244828,0.002777778,0.003069565,0.003
2022-08-23 20:05:28.814327203 +0000 UTC m=+29160.796763508,1661285128,0.003,0.0175,0.003,0.004649289,0.007911392,0.003324324,0.003,0.175,0.003,0.015833333,0.003207843,0.003,0.003017391,0.003
2022-08-23 20:06:28.746056965 +0000 UTC m=+29220.728493240,1661285188,0.003,0.003666667,0.003,0.006759259,0.007753165,0.003317073,0.003,0.2,0.003,0.013653846,0.003181507,0.003181818,0.003083333,0.003
2022-08-23 20:07:28.936971243 +0000 UTC m=+29280.919407518,1661285248,0.003,0.004714286,0.003,0.004826923,0.007911392,0.00332,0.003,0.3125,0.003,0.016838235,0.003152091,0.0026,0.003067797,0.003
2022-08-23 20:08:28.756908668 +0000 UTC m=+29340.739344952,1661285308,0.003666667,0.004666667,0.003,0.004206897,0.008103448,0.00353012,0.003,0.25,0.00292,0.016857143,0.003283806,0.003,0.003048,0.003
2022-08-23 20:09:28.836157813 +0000 UTC m=+29400.818594088,1661285368,0.003,0.075,0.003,0.00472,0.007713415,0.003153846,0.003,0.225,0.003173913,0.013629032,0.003097276,0.003,0.003071429,0.003
2022-08-23 20:10:28.901004591 +0000 UTC m=+29460.883440865,1661285428,0.0032,0.003363636,0.003,0.004719298,0.007694444,0.00316092,0.003,0.1375,0.003,0.013958333,0.003209945,0.003,0.003048,0.003
2022-08-23 20:11:28.776647608 +0000 UTC m=+29520.759083884,1661285488,0.003,0.00475,0.003,0.00465625,0.007729885,0.003258824,0.003666667,0.1,0.003,0.013851351,0.003223404,0.003,0.003052632,0.003
2022-08-23 20:12:28.780144147 +0000 UTC m=+29580.762580422,1661285548,0.003444444,0.004444444,0.003,0.005208333,0.007897727,0.003626866,0.003153846,0.2125,0.003,0.016071429,0.003231499,0.003,0.003102564,0.003
2022-08-23 20:13:29.102265381 +0000 UTC m=+29641.084701656,1661285609,0.0032,0.02125,0.003,0.004432203,0.007676471,0.00326506,0.003,0.15,0.0030625,0.013292683,0.003136445,0.002818182,0.003035398,0.003
2022-08-23 20:14:28.844984658 +0000 UTC m=+29700.827420933,1661285668,0.0032,0.004090909,0.003,0.004383886,0.008224638,0.003121951,0.003,0.25,0.003,0.013243243,0.003103321,0.003,0.003018519,0.003
2022-08-23 20:15:28.780839293 +0000 UTC m=+29760.763275569,1661285728,0.003666667,0.004428571,0.003,0.004834197,0.008149351,0.003376812,0.003,0.2125,0.003,0.012867647,0.003216433,0.003,0.003018349,0.003
2022-08-23 20:16:28.830417888 +0000 UTC m=+29820.812854171,1661285788,0.0033,0.01375,0.003,0.004972603,0.007927632,0.003626506,0.003,0.175,0.002948718,0.013333333,0.003287081,0.003,0.003052174,0.003
2022-08-23 20:17:28.809226696 +0000 UTC m=+29880.791662972,1661285848,0.00325,0.041666667,0.004,0.007,0.008320896,0.003297297,0.003,0.625,0.003076923,0.015625,0.003176125,0.003,0.003017391,0.003
2022-08-23 20:18:29.022248341 +0000 UTC m=+29941.004684616,1661285909,0.005,0.003,0.003,0.004036496,0.007873563,0.003215054,0.003,0.175,0.003,0.013662791,0.00317377,0.003,0.003,0.003
2022-08-23 20:19:28.854085343 +0000 UTC m=+30000.836521636,1661285968,0.003,0.05,0.003,0.004960199,0.007743902,0.003232558,0.003,0.175,0.003,0.013662791,0.003154116,0.003,0.003,0.003
2022-08-23 20:20:28.853136651 +0000 UTC m=+30060.835572959,1661286028,0.005,0.005,0.003,0.004412281,0.007582418,0.003273973,0.003,0.175,0.003,0.0154375,0.003109848,0.003,0.003017094,0.003
2022-08-23 20:21:28.826348352 +0000 UTC m=+30120.808784648,1661286088,0.003166667,0.1,0.003,0.041071429,0.007761194,0.00327907,0.003,0.25,0.003066667,0.010220588,0.003214162,0.003,0.003038095,0.003
2022-08-23 20:22:28.890359325 +0000 UTC m=+30180.872795600,1661286148,0.003,0.0175,0.003,0.004548387,0.007743902,0.003282051,0.003,0.175,0.003,0.011590909,0.003197802,0.003,0.003018868,0.003
