time,timestamp,frontend_currencyservice,frontend_shippingservice,frontend_checkoutservice,frontend_adservice,checkoutservice_productcatalogservice,frontend_cartservice,checkoutservice_emailservice,frontend_productcatalogservice,checkoutservice_cartservice,recommendationservice_productcatalogservice,frontend_recommendationservice,checkoutservice_currencyservice,checkoutservice_shippingservice,checkoutservice_paymentservice
2022-08-22 19:48:20.809783771 +0000 UTC m=+57421.315737776,1661197700,0.00438843,0.003,0.25,0.013629032,0.005,0.003074766,0.003,0.005078829,0.003,0.007651515,0.009728261,0.025,0.003,0.003
2022-08-22 19:49:20.806730513 +0000 UTC m=+57481.312684521,1661197760,0.004198198,0.003,0.175,0.015208333,0.0042,0.003053571,0.003,0.006185446,0.003,0.0090625,0.014946809,0.003,0.003,0.003
2022-08-22 19:50:20.56619926 +0000 UTC m=+57541.072153240,1661197820,0.004314286,0.003086957,0.175,0.011928571,0.007115385,0.003050847,0.003,0.005557692,0.003,0.007446809,0.013883929,0.05,0.002833333,0.003
2022-08-22 19:51:20.678204308 +0000 UTC m=+57601.184158320,1661197880,0.004376623,0.003,0.2,0.013970588,0.005,0.003070796,0.003,0.004829352,0.003,0.006931818,0.014148936,0.004538462,0.003,0.003
2022-08-22 19:52:20.542019675 +0000 UTC m=+57661.047973673,1661197940,0.0175,0.003074074,0.2,0.015666667,0.005,0.003030534,0.003,0.005786026,0.003,0.00875,0.014103774,0.005,0.002846154,0.003
2022-08-22 19:53:20.556451215 +0000 UTC m=+57721.062405223,1661198000,0.00442616,0.003076923,0.15625,0.016346154,0.00625,0.003016949,0.003,0.00587963,0.003,0.007948718,0.016818182,0.0036,0.003,0.003
2022-08-22 19:54:20.719897202 +0000 UTC m=+57781.225851190,1661198060,0.004697561,0.003,0.25,0.011764706,0.005833333,0.003,0.003,0.005151163,0.003,0.007205882,0.011666667,0.029166667,0.003,0.003
2022-08-22 19:55:20.775242709 +0000 UTC m=+57841.281196690,1661198120,0.004696429,0.003,0.175,0.015406977,0.006666667,0.003031496,0.003,0.004585586,0.003,0.007592593,0.013461538,0.003571429,0.003,0.003
2022-08-22 19:56:20.74163286 +0000 UTC m=+57901.247586873,1661198180,0.005416667,0.003,0.25,0.012586207,0.004666667,0.003058252,0.003,0.004804714,0.003,0.008088235,0.013061224,0.066666667,0.003,0.003
2022-08-22 19:57:20.750251062 +0000 UTC m=+57961.256205042,1661198240,0.008518519,0.003105263,0.2,0.012884615,0.005,0.003,0.003,0.004947566,0.003,0.006666667,0.009939024,0.00325,0.003,0.003
2022-08-22 19:58:20.739380697 +0000 UTC m=+58021.245334677,1661198300,0.00712963,0.003,0.225,0.014256757,0.005625,0.00309009,0.003,0.004957958,0.003307692,0.007162162,0.012393617,0.0045,0.003,0.003
2022-08-22 19:59:20.8439697 +0000 UTC m=+58081.349923700,1661198360,0.004428571,0.003,0.375,0.013181818,0.003571429,0.003031496,0.003,0.005091463,0.003,0.006744186,0.010478723,0.085,0.003,0.003
2022-08-22 20:00:20.772005828 +0000 UTC m=+58141.277959828,1661198420,0.004835749,0.003,0.2,0.015131579,0.003,0.003016667,0.003,0.004713396,0.003,0.006212121,0.011013514,0.01,0.003,0.003
2022-08-22 20:01:20.677385722 +0000 UTC m=+58201.183339720,1661198480,0.005,0.003086957,0.2125,0.014736842,0.004636364,0.003036364,0.0035,0.004592593,0.003,0.007421875,0.0116875,0.015,0.003,0.003
2022-08-22 20:02:20.712099747 +0000 UTC m=+58261.218053727,1661198540,0.004532609,0.003,0.175,0.017674419,0.008333333,0.00305,0.003,0.00617713,0.003,0.008,0.017075472,0.004333333,0.003,0.003
2022-08-22 20:03:20.597734216 +0000 UTC m=+58321.103688196,1661198600,0.004684729,0.002933333,0.2,0.015706522,0.008125,0.003016529,0.003,0.007614583,0.003,0.012777778,0.015625,0.004111111,0.003,0.003
2022-08-22 20:04:20.492665609 +0000 UTC m=+58380.998619620,1661198660,0.011022727,0.003,0.2,0.01421875,0.0075,0.003016,0.003,0.006440217,0.003,0.007621951,0.01,0.0375,0.003,0.003
2022-08-22 20:05:20.643907363 +0000 UTC m=+58441.149861343,1661198720,0.027,0.003,0.25,0.013387097,0.00725,0.003050847,0.003,0.006478261,0.003,0.009407895,0.015286885,0.082142857,0.003,0.003
2022-08-22 20:06:20.604424681 +0000 UTC m=+58501.110378719,1661198780,0.004028807,0.003,0.625,0.011923077,0.007,0.003017699,0.004,0.004521368,0.003,0.006597222,0.009622642,0.004714286,0.003,0.003
2022-08-22 20:07:20.658741865 +0000 UTC m=+58561.164695846,1661198840,0.004324201,0.003,0.25,0.014939024,0.006666667,0.003035714,0.003,0.005718623,0.003285714,0.007905405,0.012897727,0.00875,0.003,0.003
2022-08-22 20:08:20.790505971 +0000 UTC m=+58621.296459959,1661198900,0.004552381,0.003,0.25,0.0161875,0.006875,0.003017857,0.003,0.005886792,0.003,0.007738095,0.013837209,0.0625,0.003,0.003
2022-08-22 20:09:20.726150864 +0000 UTC m=+58681.232104868,1661198960,0.004842365,0.003064516,0.291666667,0.011875,0.0175,0.003091603,0.003,0.004988235,0.003,0.0075,0.009907407,0.005,0.003,0.003
2022-08-22 20:10:20.63145203 +0000 UTC m=+58741.137406030,1661199020,0.004990991,0.003,0.175,0.015487805,0.0084375,0.003065041,0.0035,0.004735099,0.003,0.006176471,0.010918367,0.004666667,0.003,0.003
2022-08-22 20:11:20.440870511 +0000 UTC m=+58800.946824491,1661199080,0.00444186,0.003,0.2125,0.012785714,0.004,0.003082474,0.003,0.005014045,0.003,0.007333333,0.009634146,0.003,0.003,0.003
2022-08-22 20:12:20.843911773 +0000 UTC m=+58861.349865753,1661199140,0.004926316,0.003,0.75,0.014553571,0.004333333,0.003,0.003,0.004992481,0.003,0.006838235,0.014285714,0.045833333,0.003,0.003
2022-08-22 20:13:20.565058759 +0000 UTC m=+58921.071012740,1661199200,0.004744076,0.003066667,0.2125,0.011125,0.0045,0.003050847,0.003,0.005276498,0.003,0.007734375,0.01287234,0.0042,0.003,0.003
2022-08-22 20:14:20.570574475 +0000 UTC m=+58981.076528482,1661199260,0.004726776,0.003153846,0.25,0.0139375,0.007142857,0.003076923,0.003,0.00495572,0.003,0.00722973,0.011621622,0.075,0.003,0.003
2022-08-22 20:15:20.718645569 +0000 UTC m=+59041.224599566,1661199320,0.004333333,0.003,0.175,0.0105,0.006875,0.003074766,0.003,0.005615578,0.003,0.008333333,0.009619565,0.004636364,0.002866667,0.003
2022-08-22 20:16:20.632646862 +0000 UTC m=+59101.138600843,1661199380,0.00415534,0.00308,0.175,0.013214286,0.0075,0.003018018,0.003,0.005497881,0.003,0.0069,0.009313725,0.003,0.003,0.003
2022-08-22 20:17:20.650656887 +0000 UTC m=+59161.156610879,1661199440,0.008611111,0.003,0.15,0.0131875,0.004666667,0.00304878,0.003,0.005100446,0.003,0.007567568,0.01195,0.004,0.003,0.003
2022-08-22 20:18:20.699462787 +0000 UTC m=+59221.205416766,1661199500,0.006280488,0.003,0.5,0.01484375,0.006666667,0.003016529,0.003,0.005165289,0.003,0.007132353,0.0125,0.058333333,0.0026,0.003
2022-08-22 20:19:20.673744838 +0000 UTC m=+59281.179698818,1661199560,0.004594059,0.003,0.175,0.013046875,0.003857143,0.003084211,0.003,0.004922807,0.003,0.007285714,0.012727273,0.01,0.003,0.003
2022-08-22 20:20:20.974455814 +0000 UTC m=+59341.480409794,1661199620,0.016136364,0.003,0.2125,0.015526316,0.004333333,0.003018349,0.003,0.005518433,0.003,0.007987805,0.013662791,0.033333333,0.003,0.003
2022-08-22 20:21:20.694955166 +0000 UTC m=+59401.200909146,1661199680,0.004362445,0.003071429,0.203125,0.015336538,0.0046,0.003015873,0.003,0.005477273,0.003095238,0.008676471,0.012833333,0.00875,0.003,0.003
2022-08-22 20:22:20.784037276 +0000 UTC m=+59461.289991274,1661199740,0.004722222,0.003,0.25,0.016,0.008125,0.003033898,0.003,0.005033632,0.003,0.007115385,0.013670213,0.0375,0.003,0.003
2022-08-22 20:23:20.761755964 +0000 UTC m=+59521.267709968,1661199800,0.003919149,0.003,0.25,0.014071429,0.0075,0.003053571,0.003,0.004906355,0.003,0.00612069,0.010872093,0.004,0.003,0.003
2022-08-22 20:24:20.529793444 +0000 UTC m=+59581.035747432,1661199860,0.006477273,0.003,0.19375,0.014342105,0.006875,0.003016393,0.003,0.006289199,0.003,0.008012821,0.012142857,0.003727273,0.003,0.003
2022-08-22 20:25:20.657460532 +0000 UTC m=+59641.163414523,1661199920,0.004758621,0.003068966,0.225,0.014011628,0.0075,0.003015748,0.003,0.004553719,0.003,0.0068125,0.013658537,0.0038,0.003,0.003
2022-08-22 20:26:20.640859574 +0000 UTC m=+59701.146813578,1661199980,0.004728155,0.003,0.175,0.011730769,0.003666667,0.003034483,0.003,0.004965986,0.003,0.0075625,0.01240566,0.0042,0.003,0.003
2022-08-22 20:27:20.622645503 +0000 UTC m=+59761.128599501,1661200040,0.007884615,0.003,0.235,0.012419355,0.006,0.003030534,0.003,0.005,0.0032,0.006637931,0.014207317,0.01,0.002857143,0.003
2022-08-22 20:28:20.774409333 +0000 UTC m=+59821.280363313,1661200100,0.004981982,0.003,0.2,0.012115385,0.0046,0.003015873,0.003,0.004583815,0.003,0.0075,0.009744898,0.004428571,0.003,0.003
2022-08-22 20:29:20.708542602 +0000 UTC m=+59881.214496584,1661200160,0.0042827,0.003058824,0.15,0.014791667,0.0055,0.003034483,0.003,0.005833333,0.003153846,0.00744186,0.01254717,0.004,0.002818182,0.003
2022-08-22 20:30:20.856975495 +0000 UTC m=+59941.362929475,1661200220,0.004252174,0.003,0.175,0.0165625,0.004777778,0.003016529,0.003,0.004870056,0.003181818,0.007058824,0.015089286,0.004571429,0.003,0.003
2022-08-22 20:31:20.572282607 +0000 UTC m=+60001.078236587,1661200280,0.00415,0.003,0.25,0.010865385,0.00875,0.003016949,0.003,0.005696721,0.003,0.007439024,0.013605769,0.003454545,0.002846154,0.003
2022-08-22 20:32:20.798793929 +0000 UTC m=+60061.304747910,1661200340,0.004676471,0.003,0.333333333,0.015067568,0.0046,0.003037736,0.003,0.004770588,0.003,0.007625,0.013035714,0.025,0.003,0.003
2022-08-22 20:33:20.792003555 +0000 UTC m=+60121.297957536,1661200400,0.003965812,0.003,0.2,0.014596774,0.008571429,0.003068376,0.003,0.004687898,0.003,0.006985294,0.015,0.0035,0.002866667,0.003
2022-08-22 20:34:20.546036791 +0000 UTC m=+60181.051990771,1661200460,0.004668203,0.003,0.3125,0.012763158,0.006388889,0.003032,0.003,0.005805439,0.003,0.00827381,0.015235849,0.01,0.003,0.003
2022-08-22 20:35:20.600124985 +0000 UTC m=+60241.106078983,1661200520,0.004146789,0.003,0.175,0.012357143,0.004333333,0.003017391,0.003,0.005434322,0.003,0.0075,0.0095,0.003823529,0.003,0.003
2022-08-22 20:36:20.594918191 +0000 UTC m=+60301.100872172,1661200580,0.004460465,0.003,0.175,0.014230769,0.0075,0.003,0.003,0.005096154,0.003,0.007348485,0.0124,0.0034,0.003,0.003
2022-08-22 20:37:20.626191307 +0000 UTC m=+60361.132145288,1661200640,0.003647887,0.003,0.19375,0.012635135,0.0065625,0.003106195,0.003,0.005503731,0.003,0.007430556,0.011534091,0.003,0.003,0.003
2022-08-22 20:38:20.687343703 +0000 UTC m=+60421.193297693,1661200700,0.004574074,0.003,0.25,0.013409091,0.005833333,0.003018182,0.003,0.004560976,0.003,0.006607143,0.01244186,0.0045,0.003,0.003
2022-08-22 20:39:20.537309275 +0000 UTC m=+60481.043263279,1661200760,0.003969231,0.003090909,0.25,0.012647059,0.00625,0.003054545,0.0035,0.005209302,0.003,0.007,0.0127,0.0042,0.003,0.003
2022-08-22 20:40:20.788802741 +0000 UTC m=+60541.294756722,1661200820,0.004634615,0.003,0.175,0.01328125,0.008333333,0.003073394,0.003,0.004759197,0.003,0.006206897,0.01125,0.065,0.003,0.003
2022-08-22 20:41:20.462346497 +0000 UTC m=+60600.968300517,1661200880,0.003895161,0.003,0.4375,0.013333333,0.00625,0.003067227,0.003,0.005901961,0.003,0.007589286,0.013046875,0.05,0.003,0.003
2022-08-22 20:42:20.64505148 +0000 UTC m=+60661.151005460,1661200940,0.00404878,0.003,0.15,0.015878378,0.008333333,0.00305,0.003,0.005,0.003,0.008,0.012897727,0.004142857,0.003,0.003
2022-08-22 20:43:20.619236818 +0000 UTC m=+60721.125190800,1661201000,0.005803571,0.003,0.75,0.015769231,0.004333333,0.00308,0.003,0.005060729,0.003,0.006722222,0.012556818,0.0675,0.002777778,0.003
2022-08-22 20:44:20.739404837 +0000 UTC m=+60781.245358825,1661201060,0.004044534,0.003,0.2125,0.013088235,0.0075,0.003071429,0.003,0.006119247,0.003,0.00796875,0.012916667,0.003909091,0.003,0.003
2022-08-22 20:45:20.571448467 +0000 UTC m=+60841.077402448,1661201120,0.003941176,0.002916667,0.25,0.014144737,0.003,0.003055046,0.003,0.006346899,0.003,0.008525641,0.0127,0.003615385,0.003,0.003
2022-08-22 20:46:20.616387828 +0000 UTC m=+60901.122341809,1661201180,0.004541284,0.003,0.25,0.014596774,0.004,0.003056075,0.003,0.005789474,0.003,0.007432432,0.013947368,0.004166667,0.003,0.003
2022-08-22 20:47:21.154230729 +0000 UTC m=+60961.660184727,1661201241,0.004008696,0.003076923,0.3125,0.01421875,0.005,0.003135922,0.003,0.005286697,0.003,0.0066,0.0096875,0.003909091,0.003,0.003
2022-08-22 20:48:20.613229621 +0000 UTC m=+61021.119183600,1661201300,0.003528455,0.0031,0.075,0.013214286,0.003666667,0.003037736,0.003,0.005816733,0.003,0.0075,0.011793478,0.003,0.003,0.003
2022-08-22 20:49:20.9101412 +0000 UTC m=+61081.416095198,1661201360,0.00461086,0.003,0.225,0.014833333,0.004,0.003029851,0.003,0.004904459,0.003,0.006018519,0.009553571,0.0045,0.003,0.003
2022-08-22 20:50:20.809638287 +0000 UTC m=+61141.315592268,1661201420,0.005220588,0.003,0.375,0.015853659,0.00875,0.003015748,0.003,0.00685022,0.003,0.008231707,0.0116875,0.066666667,0.003,0.003
2022-08-22 20:51:20.642955928 +0000 UTC m=+61201.148909908,1661201480,0.003904,0.00308,0.1625,0.016607143,0.0075,0.003086957,0.003,0.004471471,0.003,0.007013889,0.011463415,0.0039,0.003666667,0.003
2022-08-22 20:52:20.514295806 +0000 UTC m=+61261.020249789,1661201540,0.00435,0.003,0.075,0.015853659,0.00625,0.003019048,0.003,0.004956835,0.003,0.007,0.009555556,0.004,0.002714286,0.003
2022-08-22 20:53:20.644118333 +0000 UTC m=+61321.150072337,1661201600,0.004902439,0.003,0.205,0.013333333,0.00525,0.003073394,0.003,0.004240642,0.003,0.006111111,0.010517241,0.025,0.003,0.003
2022-08-22 20:54:20.576034198 +0000 UTC m=+61381.081988188,1661201660,0.00417551,0.003076923,0.175,0.0109,0.004333333,0.003053571,0.003,0.005058411,0.003153846,0.007265625,0.01,0.005,0.003,0.003
2022-08-22 20:55:20.71560598 +0000 UTC m=+61441.221559967,1661201720,0.00391129,0.00292,0.15,0.015930233,0.0046,0.003033058,0.003,0.005729167,0.003,0.007890625,0.013173077,0.0045,0.003,0.003
2022-08-22 20:56:20.617580776 +0000 UTC m=+61501.123534774,1661201780,0.004622449,0.003,0.2125,0.014285714,0.007916667,0.003074074,0.003,0.005182292,0.003,0.008166667,0.009565217,0.025,0.003,0.003
2022-08-22 20:57:20.887760748 +0000 UTC m=+61561.393714746,1661201840,0.004708333,0.003,0.175,0.011285714,0.00875,0.003019048,0.003,0.005346639,0.003,0.008030303,0.0120625,0.0625,0.003,0.003
2022-08-22 20:58:20.509723827 +0000 UTC m=+61621.015677838,1661201900,0.00436,0.003142857,0.2125,0.014943182,0.006666667,0.003054545,0.003,0.006076923,0.003,0.007965116,0.011125,0.004555556,0.002818182,0.003
2022-08-22 20:59:20.862268392 +0000 UTC m=+61681.368222372,1661201960,0.004492537,0.003,0.175,0.014459459,0.00625,0.003084211,0.003,0.004552239,0.003,0.005666667,0.011914894,0.0032,0.003,0.003
2022-08-22 21:00:20.55290415 +0000 UTC m=+61741.058858130,1661202020,0.005576923,0.003083333,0.375,0.011071429,0.0075,0.003019417,0.003,0.004971731,0.003,0.0065625,0.009027778,0.005,0.003,0.003
2022-08-22 21:01:20.531737654 +0000 UTC m=+61801.037691635,1661202080,0.00775,0.003,0.1,0.013837209,0.003307692,0.003053571,0.003,0.005712617,0.003,0.0085,0.013382353,0.0625,0.003,0.003
2022-08-22 21:02:20.663862665 +0000 UTC m=+61861.169816667,1661202140,0.004798995,0.003,0.25,0.010986842,0.0032,0.003036697,0.003,0.004434286,0.003,0.0063125,0.0113125,0.0175,0.003,0.003
2022-08-22 21:03:20.780998982 +0000 UTC m=+61921.286952975,1661202200,0.00471134,0.003,0.19,0.015955882,0.008571429,0.003017391,0.003,0.006791237,0.003,0.0103125,0.016,0.004375,0.002714286,0.003
2022-08-22 21:04:20.509061591 +0000 UTC m=+61981.015015572,1661202260,0.03125,0.003,0.5,0.01075,0.00725,0.003053571,0.003,0.005023364,0.003,0.006893939,0.010914634,0.08125,0.003,0.003
2022-08-22 21:05:20.609696888 +0000 UTC m=+62041.115650897,1661202320,0.005535714,0.002923077,0.3125,0.011875,0.0075,0.00302,0.003,0.005193182,0.003,0.007734375,0.011985294,0.0075,0.003,0.003
2022-08-22 21:06:20.710412539 +0000 UTC m=+62101.216366530,1661202380,0.0078125,0.003,0.225,0.014191176,0.01,0.003057143,0.003,0.005646766,0.003,0.007635135,0.009893617,0.005833333,0.003,0.003
2022-08-22 21:07:20.561646391 +0000 UTC m=+62161.067600374,1661202440,0.004378641,0.003,0.175,0.011764706,0.009166667,0.003040816,0.003,0.005776596,0.003,0.007642857,0.010592105,0.01,0.003,0.003
2022-08-22 21:08:20.782668628 +0000 UTC m=+62221.288622608,1661202500,0.004502591,0.003060606,0.25,0.015625,0.005,0.003,0.003,0.004459302,0.003,0.006666667,0.013313953,0.004142857,0.003,0.003
2022-08-22 21:09:20.786119911 +0000 UTC m=+62281.292073892,1661202560,0.004776786,0.0031,0.205,0.011875,0.0034,0.00304918,0.003,0.004613333,0.003,0.006607143,0.009419643,0.0046,0.003,0.003
2022-08-22 21:10:20.720658744 +0000 UTC m=+62341.226612724,1661202620,0.0155,0.003,0.175,0.012272727,0.003571429,0.003036364,0.003,0.004614907,0.003,0.005757576,0.009591837,0.005,0.003,0.003
2022-08-22 21:11:20.708389706 +0000 UTC m=+62401.214343686,1661202680,0.01375,0.002882353,0.3125,0.012635135,0.00625,0.00307767,0.003,0.004952381,0.003,0.006768293,0.009030612,0.040625,0.003,0.003
2022-08-22 21:12:21.005313596 +0000 UTC m=+62461.511267608,1661202741,0.004387234,0.002931034,0.875,0.015681818,0.004142857,0.003054545,0.003,0.005482456,0.003,0.007179487,0.011463415,0.060714286,0.003,0.003
2022-08-22 21:13:20.807711009 +0000 UTC m=+62521.313665007,1661202800,0.004502439,0.003,0.1,0.011776316,0.01,0.003,0.003,0.004839506,0.003,0.007058824,0.010608108,0.004,0.003,0.003
2022-08-22 21:14:20.850240298 +0000 UTC m=+62581.356194296,1661202860,0.009027778,0.0030625,0.375,0.013658537,0.0075,0.003035088,0.003,0.006175115,0.003,0.008333333,0.013520408,0.0625,0.003,0.003
2022-08-22 21:15:20.892368819 +0000 UTC m=+62641.398322799,1661202920,0.004850746,0.002945946,0.15625,0.015585106,0.008571429,0.00308547,0.003,0.006496656,0.003117647,0.009375,0.012965116,0.03125,0.003,0.003
2022-08-22 21:16:20.57769451 +0000 UTC m=+62701.083648508,1661202980,0.004663265,0.003,0.291666667,0.012727273,0.003444444,0.003018519,0.003,0.00444375,0.003,0.007232143,0.013846154,0.055,0.003,0.003
2022-08-22 21:17:20.588252464 +0000 UTC m=+62761.094206474,1661203040,0.004031674,0.002933333,0.175,0.011034483,0.004,0.003101695,0.003,0.005406699,0.003,0.008308824,0.011607143,0.005,0.003,0.003
2022-08-22 21:18:20.668368015 +0000 UTC m=+62821.174322018,1661203100,0.008714286,0.003,0.19375,0.0175,0.007142857,0.003157895,0.003,0.006338951,0.003,0.008203125,0.0165625,0.05625,0.003,0.003
2022-08-22 21:19:20.536052271 +0000 UTC m=+62881.042006275,1661203160,0.004814634,0.003,0.25,0.013461538,0.0045,0.003018018,0.003,0.00609879,0.003,0.008214286,0.012790698,0.004076923,0.003,0.003
2022-08-22 21:20:20.512791241 +0000 UTC m=+62941.018745241,1661203220,0.004051546,0.003,0.19375,0.0115,0.0075,0.003,0.003,0.00559633,0.003,0.007734375,0.009945652,0.005,0.003,0.003
2022-08-22 21:21:20.679633964 +0000 UTC m=+63001.185587967,1661203280,0.004308756,0.003,0.2,0.013214286,0.01375,0.003117647,0.003,0.005212054,0.003,0.008030303,0.0125,0.003,0.003,0.003
2022-08-22 21:22:20.780688682 +0000 UTC m=+63061.286642688,1661203340,0.004780105,0.003,0.2125,0.016617647,0.0075,0.003117647,0.003,0.005267857,0.003,0.0075,0.015543478,0.004428571,0.003,0.003
2022-08-22 21:23:20.772992484 +0000 UTC m=+63121.278946465,1661203400,0.004258065,0.003,0.25,0.013653846,0.0075,0.003015873,0.003,0.004885906,0.003,0.006842105,0.009471154,0.025,0.003,0.003
2022-08-22 21:24:20.714491356 +0000 UTC m=+63181.220445337,1661203460,0.004053097,0.003,0.2,0.01375,0.008571429,0.003070175,0.003,0.005358911,0.003181818,0.00719697,0.009196429,0.004619048,0.003,0.003
2022-08-22 21:25:20.842948307 +0000 UTC m=+63241.348902317,1661203520,0.004095652,0.003,0.375,0.014736842,0.003666667,0.003037736,0.003,0.004465181,0.0035,0.006153846,0.009558824,0.059090909,0.003,0.003
2022-08-22 21:26:20.794977686 +0000 UTC m=+63301.300931686,1661203580,0.012,0.0029375,0.625,0.013392857,0.004111111,0.003036036,0.003,0.005773585,0.003,0.006956522,0.01,0.025,0.003,0.003
2022-08-22 21:27:20.744465265 +0000 UTC m=+63361.250419246,1661203640,0.004151751,0.003,0.375,0.015,0.005,0.003033613,0.003,0.005659091,0.003,0.008467742,0.012743902,0.0375,0.003,0.003
2022-08-22 21:28:21.010560238 +0000 UTC m=+63421.516514237,1661203701,0.018804348,0.003,0.175,0.017663043,0.006875,0.003016949,0.003,0.005954936,0.003,0.008888889,0.016666667,0.01375,0.003,0.003
2022-08-22 21:29:20.751945652 +0000 UTC m=+63481.257899643,1661203760,0.004687764,0.003,0.175,0.015,0.0035,0.003095238,0.003,0.006187783,0.003,0.009,0.0125,0.003,0.003,0.003
2022-08-22 21:30:20.955186307 +0000 UTC m=+63541.461140286,1661203820,0.007403846,0.003,0.23125,0.013642857,0.003666667,0.003054054,0.003,0.005731441,0.003,0.007672414,0.00985,0.0175,0.003,0.003
2022-08-22 21:31:20.611568823 +0000 UTC m=+63601.117522805,1661203880,0.004814433,0.002923077,0.375,0.015581395,0.006666667,0.003072072,0.003,0.005744186,0.003,0.008269231,0.013586957,0.003571429,0.003,0.003
2022-08-22 21:32:20.626739433 +0000 UTC m=+63661.132693432,1661203940,0.005428571,0.003071429,0.2125,0.014261364,0.004333333,0.003036036,0.003,0.005747768,0.003,0.00780303,0.010208333,0.0075,0.003,0.003
2022-08-22 21:33:20.644187973 +0000 UTC m=+63721.150141953,1661204000,0.004077586,0.00308,0.2125,0.016689189,0.003857143,0.003046154,0.003,0.00481875,0.003,0.006724138,0.012688679,0.004545455,0.003,0.003
2022-08-22 21:34:20.550440754 +0000 UTC m=+63781.056394744,1661204060,0.004769585,0.003071429,0.2,0.01234375,0.003666667,0.003033333,0.003,0.005668016,0.003,0.007647059,0.010697674,0.00625,0.003,0.003
2022-08-22 21:35:20.836034791 +0000 UTC m=+63841.341988792,1661204120,0.005808824,0.003,0.1,0.012419355,0.003,0.003019231,0.003,0.004758007,0.003,0.007121212,0.011538462,0.0038,0.003,0.003
2022-08-22 21:36:20.5124464 +0000 UTC m=+63901.018400380,1661204180,0.004813472,0.002913043,0.2,0.013611111,0.006875,0.003020833,0.003,0.004313725,0.003,0.006111111,0.009302326,0.004111111,0.003,0.003
2022-08-22 21:37:20.73919056 +0000 UTC m=+63961.245144568,1661204240,0.008472222,0.003,0.0875,0.015,0.007,0.003046875,0.003,0.005523256,0.003,0.008709677,0.013679245,0.066666667,0.003,0.003
2022-08-22 21:38:20.637694896 +0000 UTC m=+64021.143648900,1661204300,0.00640625,0.003,0.2125,0.014375,0.0042,0.00303252,0.003,0.005926396,0.003222222,0.008203125,0.012790698,0.004142857,0.003,0.003
2022-08-22 21:39:20.621519188 +0000 UTC m=+64081.127473210,1661204360,0.004805825,0.00316,0.25,0.015833333,0.004,0.003039604,0.003,0.005343137,0.003,0.007375,0.013989362,0.045833333,0.003,0.003
2022-08-22 21:40:20.722688404 +0000 UTC m=+64141.228642417,1661204420,0.004555556,0.003,0.375,0.013958333,0.0075,0.003072072,0.003,0.005166667,0.003,0.007027027,0.013833333,0.005,0.003,0.003
2022-08-22 21:41:20.949349923 +0000 UTC m=+64201.455303957,1661204480,0.004378947,0.003,0.175,0.015714286,0.004666667,0.003096154,0.003,0.006673152,0.003,0.008359375,0.011184211,0.003666667,0.003,0.003
2022-08-22 21:42:20.711417136 +0000 UTC m=+64261.217371140,1661204540,0.004641791,0.003,0.2125,0.013125,0.004666667,0.003018182,0.003,0.00504878,0.003,0.0075,0.013552632,0.005,0.003,0.003
2022-08-22 21:43:20.799720788 +0000 UTC m=+64321.305674776,1661204600,0.003959707,0.003173913,0.25,0.01421875,0.003,0.003035088,0.003,0.004731034,0.003,0.006388889,0.010384615,0.004,0.003,0.003
2022-08-22 21:44:20.657061563 +0000 UTC m=+64381.163015561,1661204660,0.004189427,0.003,0.205,0.010241935,0.00625,0.003,0.003,0.004563636,0.003,0.008472222,0.016513158,0.00412,0.003,0.003
2022-08-22 21:45:20.785841265 +0000 UTC m=+64441.291795245,1661204720,0.004744186,0.003,0.2125,0.012556818,0.0035,0.003018182,0.003,0.005263819,0.003,0.007960526,0.011022727,0.01,0.003,0.003
2022-08-22 21:46:20.712724793 +0000 UTC m=+64501.218678774,1661204780,0.004814159,0.003,0.1,0.01375,0.007,0.003076923,0.005,0.004848485,0.003,0.007317073,0.0115,0.05,0.003,0.003
2022-08-22 21:47:20.78549371 +0000 UTC m=+64561.291447690,1661204840,0.004486911,0.003,0.375,0.013947368,0.004,0.003054054,0.003,0.005085784,0.003,0.0075625,0.010517241,0.004428571,0.003,0.003
2022-08-22 21:48:20.766483007 +0000 UTC m=+64621.272436987,1661204900,0.004972851,0.003,0.375,0.0125,0.004,0.003017699,0.003,0.006311475,0.003,0.009423077,0.014642857,0.0875,0.003,0.003
2022-08-22 21:49:20.522104896 +0000 UTC m=+64681.028058884,1661204960,0.00424424,0.003,0.1625,0.013157895,0.004555556,0.003017699,0.003,0.00558,0.003,0.007073171,0.01265625,0.00375,0.002894737,0.003
2022-08-22 21:50:20.690967819 +0000 UTC m=+64741.196921799,1661205020,0.004174721,0.003,0.25,0.013243243,0.004555556,0.003037037,0.003,0.005117925,0.003,0.008141026,0.012625,0.00475,0.003,0.003
2022-08-22 21:51:21.050978427 +0000 UTC m=+64801.556932428,1661205081,0.004352227,0.003,0.333333333,0.015357143,0.006875,0.003126126,0.003333333,0.005975104,0.003,0.0065,0.013670213,0.004466667,0.002846154,0.003
2022-08-22 21:52:20.712770102 +0000 UTC m=+64861.218724107,1661205140,0.004588517,0.003,0.25,0.014071429,0.005416667,0.003,0.003,0.006009174,0.003,0.007916667,0.01075,0.01,0.003,0.003
2022-08-22 21:53:20.671058696 +0000 UTC m=+64921.177012696,1661205200,0.005086207,0.003,0.25,0.01505814,0.004538462,0.003032787,0.003,0.00487027,0.003133333,0.007325581,0.01375,0.03125,0.003,0.003
