time,timestamp,recommendationservice_productcatalogservice,checkoutservice_emailservice,frontend_productcatalogservice,checkoutservice_cartservice,frontend_currencyservice,frontend_checkoutservice,frontend_adservice,frontend_cartservice,frontend_recommendationservice,checkoutservice_paymentservice,frontend_shippingservice,checkoutservice_productcatalogservice,checkoutservice_currencyservice,checkoutservice_shippingservice
2022-08-22 19:42:20.681534764 +0000 UTC m=+57061.187488766,1661197340,0.008928571,0.003,0.007244444,0.005625,0.008377193,0.095,0.011630435,0.00609375,0.0140625,0.0038,0.003571429,0.0065625,0.004636364,0.003333333
2022-08-22 19:43:20.635799964 +0000 UTC m=+57121.141753953,1661197400,0.008333333,0.003,0.00828373,0.003,0.007580645,0.25,0.0158125,0.005889831,0.0161875,0.003,0.003571429,0.0075,0.2125,0.003
2022-08-22 19:44:20.519566792 +0000 UTC m=+57181.025520782,1661197460,0.008611111,0.004333333,0.007261307,0.005,0.008505435,0.2125,0.012954545,0.00440625,0.014666667,0.00625,0.004333333,0.007727273,0.003714286,0.003
2022-08-22 19:45:20.638926171 +0000 UTC m=+57241.144880185,1661197520,0.008222222,0.003,0.007667254,0.0035,0.008714789,0.25,0.015390625,0.003987342,0.01559322,0.003,0.003521739,0.008125,0.065625,0.003
2022-08-22 19:46:20.62052367 +0000 UTC m=+57301.126477649,1661197580,0.009125,0.003,0.007861446,0.005,0.007391304,0.15,0.015472973,0.006033333,0.014772727,0.003,0.003307692,0.008055556,0.004285714,0.004428571
2022-08-22 19:47:20.791992174 +0000 UTC m=+57361.297946166,1661197640,0.0090625,0.003,0.008316832,0.007222222,0.009017857,0.1,0.015380435,0.006139706,0.01423913,0.0035,0.004,0.00875,0.04375,0.0035
2022-08-22 19:48:20.825950664 +0000 UTC m=+57421.331904645,1661197700,0.008315217,0.003,0.007260148,0.0042,0.008888889,0.25,0.013515625,0.004478261,0.014955357,0.003,0.003416667,0.008636364,0.057142857,0.003285714
2022-08-22 19:49:20.831390457 +0000 UTC m=+57481.337344438,1661197760,0.011071429,0.003,0.008139098,0.005,0.007453704,0.175,0.015526316,0.004275362,0.016470588,0.003,0.003454545,0.0075,0.003,0.003666667
2022-08-22 19:50:20.587455651 +0000 UTC m=+57541.093409658,1661197820,0.008641304,0.003,0.008209169,0.0042,0.0078,0.175,0.013642857,0.004416667,0.01625,0.003666667,0.003857143,0.0084375,0.053571429,0.003285714
2022-08-22 19:51:20.699695426 +0000 UTC m=+57601.205649435,1661197880,0.00984375,0.003,0.009046512,0.005714286,0.008057851,0.291666667,0.014545455,0.006314103,0.015818966,0.0034,0.004666667,0.009285714,0.0035,0.003181818
2022-08-22 19:52:20.561341397 +0000 UTC m=+57661.067295378,1661197940,0.009940476,0.003,0.00851083,0.00625,0.017840909,0.225,0.015581395,0.006818182,0.017294521,0.005,0.003434783,0.0095,0.0075,0.0034
2022-08-22 19:53:20.578505634 +0000 UTC m=+57721.084459614,1661198000,0.012857143,0.0035,0.008568075,0.005,0.007958015,0.175,0.016538462,0.004157895,0.017777778,0.00625,0.004466667,0.005,0.003444444,0.0035
2022-08-22 19:54:20.739283129 +0000 UTC m=+57781.245237118,1661198060,0.008513514,0.0034,0.007646444,0.004428571,0.008018018,0.291666667,0.011764706,0.004088608,0.014722222,0.0034,0.003322581,0.007272727,0.006666667,0.003666667
2022-08-22 19:55:20.796095776 +0000 UTC m=+57841.302049762,1661198120,0.01,0.003,0.008518908,0.006,0.007884615,0.164285714,0.015714286,0.005666667,0.014955357,0.0035,0.004052632,0.009166667,0.004428571,0.003222222
2022-08-22 19:56:20.759993097 +0000 UTC m=+57901.265947078,1661198180,0.00921875,0.003666667,0.007800926,0.007142857,0.00934322,0.25,0.014112903,0.00652027,0.015,0.0075,0.0039,0.008125,0.05,0.0042
2022-08-22 19:57:20.768167435 +0000 UTC m=+57961.274121424,1661198240,0.007785714,0.003,0.007352273,0.003285714,0.009393939,0.175,0.013,0.00372,0.014182692,0.003666667,0.003266667,0.00875,0.004111111,0.003666667
2022-08-22 19:58:20.764395333 +0000 UTC m=+58021.270349321,1661198300,0.008392857,0.003,0.007387153,0.004111111,0.009127907,0.19375,0.015,0.004569231,0.01345,0.003,0.003571429,0.008333333,0.006875,0.003333333
2022-08-22 19:59:20.866967669 +0000 UTC m=+58081.372921648,1661198360,0.007678571,0.003,0.006940154,0.005,0.0075,0.5,0.014071429,0.00402439,0.012971698,0.0038,0.00372,0.0075,0.068181818,0.003333333
2022-08-22 20:00:20.795359103 +0000 UTC m=+58141.301313101,1661198420,0.00875,0.003,0.007982456,0.003666667,0.0150625,0.2125,0.016428571,0.005822368,0.013579545,0.003666667,0.0037,0.0075,0.005,0.003666667
2022-08-22 20:01:20.70342465 +0000 UTC m=+58201.209378630,1661198480,0.008618421,0.0035,0.0085,0.0065625,0.013125,0.175,0.015675676,0.006354167,0.015377358,0.003,0.004230769,0.007954545,0.0525,0.0035
2022-08-22 20:02:20.738036709 +0000 UTC m=+58261.243990689,1661198540,0.014534884,0.003,0.009427711,0.006428571,0.008378378,0.175,0.018181818,0.005263158,0.017932692,0.004333333,0.003842105,0.01,0.0375,0.003857143
2022-08-22 20:03:20.614392771 +0000 UTC m=+58321.120346768,1661198600,0.012426471,0.003,0.00914959,0.0042,0.009288793,0.175,0.016382979,0.004594203,0.015666667,0.006666667,0.003521739,0.015,0.0175,0.0042
2022-08-22 20:04:20.508513356 +0000 UTC m=+58381.014467356,1661198660,0.008378378,0.005,0.008155556,0.005,0.009566116,0.2,0.01525,0.003953488,0.014419643,0.004,0.0032,0.0109375,0.01375,0.005
2022-08-22 20:05:20.665372889 +0000 UTC m=+58441.171326869,1661198720,0.010892857,0.003,0.008759615,0.005833333,0.024285714,0.5,0.014318182,0.005778689,0.01625,0.00625,0.004363636,0.009722222,0.060714286,0.003666667
2022-08-22 20:06:20.621543109 +0000 UTC m=+58501.127497089,1661198780,0.007708333,0.004,0.007210031,0.0034,0.007767857,0.375,0.011973684,0.00575,0.013109756,0.003,0.003545455,0.007777778,0.0375,0.005
2022-08-22 20:07:20.678789698 +0000 UTC m=+58561.184743679,1661198840,0.008986486,0.003666667,0.007816558,0.00625,0.008263889,0.3125,0.015723684,0.004075,0.015,0.006666667,0.003740741,0.00875,0.0175,0.005
2022-08-22 20:08:20.806962052 +0000 UTC m=+58621.312916043,1661198900,0.012027027,0.003,0.008586387,0.003666667,0.008555556,0.2125,0.016923077,0.004253731,0.016527778,0.003,0.003076923,0.02,0.029166667,0.003
2022-08-22 20:09:20.744799899 +0000 UTC m=+58681.250753879,1661198960,0.008108108,0.0035,0.007214533,0.005,0.008589109,0.23125,0.012378049,0.004969697,0.014528302,0.0034,0.003695652,0.0145,0.02125,0.0034
2022-08-22 20:10:20.710654775 +0000 UTC m=+58741.216608774,1661199020,0.007941176,0.0035,0.007927509,0.004333333,0.00922619,0.175,0.016036585,0.00619403,0.013559322,0.005833333,0.004176471,0.009375,0.0175,0.003857143
2022-08-22 20:11:20.457569021 +0000 UTC m=+58800.963523029,1661199080,0.008026316,0.003,0.006909548,0.00625,0.00775463,0.175,0.014256757,0.004169231,0.0125,0.004,0.003823529,0.008333333,0.0175,0.005
2022-08-22 20:12:20.865866302 +0000 UTC m=+58861.371820313,1661199140,0.011666667,0.003,0.008435961,0.0034,0.00875,0.25,0.015277778,0.004622642,0.015113636,0.00625,0.003933333,0.009090909,0.040625,0.004
2022-08-22 20:13:20.584160691 +0000 UTC m=+58921.090114704,1661199200,0.008913043,0.003,0.007626812,0.003857143,0.009441748,0.19375,0.011428571,0.004479452,0.015375,0.003,0.004411765,0.0075,0.005,0.003222222
2022-08-22 20:14:20.590720021 +0000 UTC m=+58981.096674001,1661199260,0.008857143,0.003,0.008135417,0.0075,0.008985149,0.25,0.014756098,0.005384615,0.015769231,0.005,0.005555556,0.01375,0.058333333,0.003666667
2022-08-22 20:15:20.742990871 +0000 UTC m=+59041.248944875,1661199320,0.008106061,0.004,0.007279116,0.007272727,0.008461538,0.19375,0.011034483,0.005847458,0.012727273,0.00625,0.003933333,0.00875,0.004,0.003666667
2022-08-22 20:16:20.654242744 +0000 UTC m=+59101.160196737,1661199380,0.007714286,0.003,0.007375,0.003666667,0.007029915,0.175,0.014565217,0.004085714,0.011833333,0.003,0.003434783,0.003666667,0.0034,0.003
2022-08-22 20:17:20.669602512 +0000 UTC m=+59161.175556502,1661199440,0.008221154,0.0034,0.007365672,0.004,0.008775862,0.15,0.014011628,0.004368421,0.01442623,0.003,0.00546875,0.006428571,0.0042,0.0034
2022-08-22 20:18:20.717210038 +0000 UTC m=+59221.223164029,1661199500,0.009242424,0.003,0.007693727,0.003,0.009013158,0.5,0.015795455,0.003839506,0.016875,0.003,0.003933333,0.01,0.0625,0.003
2022-08-22 20:19:20.690807866 +0000 UTC m=+59281.196761846,1661199560,0.009166667,0.003,0.008122677,0.006666667,0.008382353,0.25,0.013636364,0.006286765,0.015948276,0.003666667,0.003421053,0.00875,0.004666667,0.003
2022-08-22 20:20:21.002948786 +0000 UTC m=+59341.508902766,1661199621,0.008819444,0.004333333,0.007803644,0.005,0.01775,0.2,0.015384615,0.006006944,0.016084906,0.005833333,0.0036,0.0075,0.04375,0.004333333
2022-08-22 20:21:20.711663257 +0000 UTC m=+59401.217617237,1661199680,0.009391892,0.0032,0.007570978,0.00375,0.008204545,0.203125,0.015913462,0.004097561,0.015590909,0.0032,0.0035,0.00796875,0.005,0.003315789
2022-08-22 20:22:20.809401029 +0000 UTC m=+59461.315355023,1661199740,0.00922619,0.003,0.007953737,0.006666667,0.008237179,0.175,0.016768293,0.004647059,0.015758929,0.003,0.003521739,0.009166667,0.065,0.006666667
2022-08-22 20:23:20.78540487 +0000 UTC m=+59521.291358851,1661199800,0.008357143,0.003,0.007076125,0.003666667,0.00717803,0.25,0.015384615,0.004323077,0.013396226,0.003,0.003952381,0.01,0.025,0.003
2022-08-22 20:24:20.549393805 +0000 UTC m=+59581.055347785,1661199860,0.008658537,0.003,0.007666113,0.006428571,0.018461538,0.19,0.01527027,0.00630814,0.01645,0.003,0.003518519,0.0146875,0.004272727,0.0035
2022-08-22 20:25:20.675520549 +0000 UTC m=+59641.181474540,1661199920,0.009487179,0.0035,0.007607616,0.0055,0.008495935,0.2,0.014402174,0.005661765,0.0157,0.003666667,0.003777778,0.011875,0.0075,0.004
2022-08-22 20:26:20.666737015 +0000 UTC m=+59701.172690998,1661199980,0.00875,0.003,0.00745935,0.004333333,0.009166667,0.175,0.011621622,0.003987952,0.014918033,0.004333333,0.003230769,0.008125,0.0375,0.003222222
2022-08-22 20:27:20.646813967 +0000 UTC m=+59761.152767952,1661200040,0.009934211,0.0032,0.007902174,0.004384615,0.008828829,0.28125,0.013181818,0.004333333,0.016887755,0.003444444,0.004130435,0.0125,0.009375,0.00375
2022-08-22 20:28:20.79633291 +0000 UTC m=+59821.302286928,1661200100,0.007965116,0.003,0.007260956,0.006666667,0.009387255,0.2,0.013035714,0.005708955,0.013035714,0.0034,0.003888889,0.0175,0.005833333,0.004
2022-08-22 20:29:20.72898031 +0000 UTC m=+59881.234934293,1661200160,0.008684211,0.003285714,0.008255814,0.006,0.0075,0.164285714,0.015921053,0.006487342,0.01483871,0.003666667,0.004684211,0.011666667,0.003888889,0.003666667
2022-08-22 20:30:20.880676858 +0000 UTC m=+59941.386630868,1661200220,0.010384615,0.003,0.009154676,0.003285714,0.00839404,0.225,0.017321429,0.005362903,0.016785714,0.005,0.004238095,0.013214286,0.003833333,0.005
2022-08-22 20:31:20.592553019 +0000 UTC m=+60001.098507005,1661200280,0.0101875,0.003,0.008606771,0.0042,0.008047619,0.23125,0.011111111,0.004173333,0.015377358,0.0042,0.003740741,0.0115,0.004411765,0.003
2022-08-22 20:32:20.818722251 +0000 UTC m=+60061.324676255,1661200340,0.008581081,0.0034,0.00785865,0.00625,0.007834821,0.291666667,0.0158125,0.003897436,0.015660377,0.0034,0.0038,0.007777778,0.06,0.004
2022-08-22 20:33:20.815401924 +0000 UTC m=+60121.321355951,1661200400,0.01,0.003,0.008902439,0.007,0.007764228,0.19375,0.0175,0.005984848,0.017352941,0.0034,0.004,0.0175,0.003857143,0.003666667
2022-08-22 20:34:20.604633593 +0000 UTC m=+60181.110587582,1661200460,0.009930556,0.003,0.00825784,0.00625,0.008296296,0.25,0.014534884,0.005844156,0.016895161,0.003,0.0035,0.008333333,0.0625,0.004
2022-08-22 20:35:20.615502388 +0000 UTC m=+60241.121456369,1661200520,0.007559524,0.0034,0.007159443,0.004428571,0.007310924,0.153571429,0.013445946,0.004803279,0.013103448,0.0034,0.00347619,0.0065625,0.003533333,0.0034
2022-08-22 20:36:20.615847711 +0000 UTC m=+60301.121801701,1661200580,0.009756098,0.003,0.008333333,0.00625,0.008125,0.15,0.013947368,0.004432836,0.015357143,0.004,0.0039,0.007777778,0.003888889,0.005
2022-08-22 20:37:20.645779945 +0000 UTC m=+60361.151733925,1661200640,0.008353659,0.003,0.007240385,0.004333333,0.0068,0.175,0.013461538,0.003823529,0.013970588,0.005833333,0.0034,0.009375,0.0075,0.003
2022-08-22 20:38:20.711199229 +0000 UTC m=+60421.217153210,1661200700,0.009285714,0.003,0.008610039,0.006,0.009311594,0.2125,0.013970588,0.005615385,0.015,0.005,0.0038,0.007857143,0.004428571,0.0042
2022-08-22 20:39:20.555298654 +0000 UTC m=+60481.061252634,1661200760,0.009166667,0.003666667,0.007804878,0.006666667,0.007895833,0.2125,0.013648649,0.004932203,0.014285714,0.005,0.003941176,0.008,0.0375,0.0042
2022-08-22 20:40:20.80871962 +0000 UTC m=+60541.314673628,1661200820,0.0093,0.003,0.008147773,0.003666667,0.0075,0.2125,0.013863636,0.004645161,0.014864865,0.005,0.004294118,0.01375,0.058333333,0.003666667
2022-08-22 20:41:20.478967977 +0000 UTC m=+60600.984921957,1661200880,0.009621212,0.003,0.008210117,0.00325,0.007520833,0.375,0.013333333,0.00395122,0.016477273,0.0035,0.004047619,0.009375,0.0625,0.003857143
2022-08-22 20:42:20.661630183 +0000 UTC m=+60661.167584164,1661200940,0.008958333,0.0034,0.008484252,0.00625,0.007833333,0.15,0.016428571,0.005915493,0.01495,0.004,0.004578947,0.011875,0.004666667,0.004
2022-08-22 20:43:20.637183105 +0000 UTC m=+60721.143137093,1661201000,0.0086875,0.003,0.008036304,0.005833333,0.008721805,0.75,0.016402439,0.006443662,0.014909091,0.003,0.004125,0.008928571,0.080555556,0.004333333
2022-08-22 20:44:20.757770503 +0000 UTC m=+60781.263724483,1661201060,0.008780488,0.004,0.008297244,0.004,0.007172897,0.175,0.013333333,0.004025641,0.01375,0.003,0.003214286,0.0085,0.004333333,0.005
2022-08-22 20:45:20.58705642 +0000 UTC m=+60841.093010418,1661201120,0.009189189,0.005,0.008634454,0.003666667,0.007356688,0.3125,0.015384615,0.005737705,0.015277778,0.005,0.004571429,0.0075,0.0042,0.003
2022-08-22 20:46:20.63591938 +0000 UTC m=+60901.141873361,1661201180,0.009487179,0.003666667,0.008474903,0.005,0.028125,0.25,0.01525,0.004728814,0.01705,0.003666667,0.003736842,0.009,0.005,0.0042
2022-08-22 20:47:21.177570717 +0000 UTC m=+60961.683524704,1661201241,0.007788462,0.003,0.007112403,0.004,0.007920168,0.25,0.015454545,0.005111111,0.012195122,0.003,0.004066667,0.0075,0.0046,0.004
2022-08-22 20:48:20.630622573 +0000 UTC m=+61021.136576571,1661201300,0.008928571,0.003,0.007383268,0.003666667,0.006289063,0.0875,0.013243243,0.005526316,0.013826531,0.003,0.003823529,0.01,0.003,0.003
2022-08-22 20:49:20.929109589 +0000 UTC m=+61081.435063572,1661201360,0.008170732,0.003,0.007878549,0.003857143,0.00824,0.2,0.014602273,0.004971014,0.012608696,0.0035,0.004555556,0.01,0.03125,0.0035
2022-08-22 20:50:20.831107215 +0000 UTC m=+61141.337061217,1661201420,0.008986486,0.003,0.008127615,0.004,0.009927007,0.25,0.016036585,0.004402597,0.015192308,0.004,0.003583333,0.004333333,0.13,0.005
2022-08-22 20:51:20.671204853 +0000 UTC m=+61201.177158864,1661201480,0.008777778,0.003333333,0.007610701,0.003363636,0.007110656,0.175,0.017159091,0.003870588,0.015043103,0.003333333,0.003461538,0.007777778,0.003714286,0.003363636
2022-08-22 20:52:20.531270076 +0000 UTC m=+61261.037224056,1661201540,0.008472222,0.003,0.006937799,0.0075,0.007840909,0.1,0.016,0.005657895,0.012771739,0.003,0.00347619,0.0075,0.005,0.0075
2022-08-22 20:53:20.667648642 +0000 UTC m=+61321.173602622,1661201600,0.008857143,0.003,0.006458333,0.006590909,0.009285714,0.205,0.014144737,0.005860656,0.014342105,0.00325,0.003695652,0.00975,0.015625,0.003571429
2022-08-22 20:54:20.593991766 +0000 UTC m=+61381.099945746,1661201660,0.008181818,0.003,0.00678719,0.005714286,0.007786458,0.19375,0.0115,0.004361111,0.012215909,0.003333333,0.0042,0.007142857,0.004818182,0.004111111
2022-08-22 20:55:20.732355096 +0000 UTC m=+61441.238309080,1661201720,0.010697674,0.003,0.008833866,0.007142857,0.007166667,0.175,0.0165625,0.005283019,0.016286765,0.003666667,0.004647059,0.007857143,0.003666667,0.00625
2022-08-22 20:56:20.641024381 +0000 UTC m=+61501.146978391,1661201780,0.007625,0.004,0.006529255,0.00625,0.007715517,0.2125,0.014736842,0.005211864,0.014534884,0.00625,0.003555556,0.008333333,0.055,0.004
2022-08-22 20:57:20.908387824 +0000 UTC m=+61561.414341829,1661201840,0.008269231,0.003,0.007315217,0.0075,0.007214912,0.25,0.0125,0.005932203,0.013579545,0.003,0.004142857,0.0175,0.003,0.003
2022-08-22 20:58:20.530228975 +0000 UTC m=+61621.036182957,1661201900,0.008372093,0.003,0.007842205,0.005,0.009279279,0.2,0.015178571,0.0047,0.013979592,0.004,0.00425,0.007777778,0.004,0.004
2022-08-22 20:59:20.885868605 +0000 UTC m=+61681.391822593,1661201960,0.008684211,0.003,0.007887931,0.004,0.008792373,0.175,0.015384615,0.004419355,0.013461538,0.004,0.004111111,0.0075,0.003,0.003
2022-08-22 21:00:20.570702966 +0000 UTC m=+61741.076656965,1661202020,0.00765625,0.004,0.006944444,0.004,0.007982456,0.375,0.011071429,0.00421875,0.012166667,0.004,0.004294118,0.01375,0.01,0.005
2022-08-22 21:01:20.552895359 +0000 UTC m=+61801.058849345,1661202080,0.008928571,0.003,0.008781513,0.006666667,0.009014599,0.1,0.014207317,0.006145833,0.0155,0.003,0.004,0.005,0.004333333,0.003
2022-08-22 21:02:20.685436791 +0000 UTC m=+61861.191390787,1661202140,0.008355263,0.005,0.00677451,0.006666667,0.008136792,0.25,0.012378049,0.005564516,0.013970588,0.003,0.003285714,0.006666667,0.003857143,0.003
2022-08-22 21:03:20.801631931 +0000 UTC m=+61921.307585916,1661202200,0.012777778,0.003,0.009366667,0.00675,0.008944444,0.19,0.016818182,0.004864407,0.020178571,0.004,0.004294118,0.01825,0.005,0.004428571
2022-08-22 21:04:20.525298158 +0000 UTC m=+61981.031252147,1661202260,0.008716216,0.0034,0.006991342,0.005,0.012045455,0.5,0.010576923,0.004264706,0.013510638,0.005,0.00375,0.013409091,0.070833333,0.004
2022-08-22 21:05:20.627786779 +0000 UTC m=+62041.133740769,1661202320,0.008712121,0.003,0.007560096,0.007,0.008703704,0.3125,0.013046875,0.005942623,0.01347561,0.004,0.003875,0.0125,0.005,0.004
2022-08-22 21:06:20.729780384 +0000 UTC m=+62101.235734380,1661202380,0.008947368,0.003,0.008181818,0.00625,0.008831776,0.225,0.0145,0.005875,0.014666667,0.003,0.0046,0.016,0.004636364,0.003222222
2022-08-22 21:07:20.580052525 +0000 UTC m=+62161.086006504,1661202440,0.008125,0.003,0.007281106,0.005,0.008168103,0.175,0.013648649,0.004354839,0.012625,0.003,0.004272727,0.01,0.01,0.003285714
2022-08-22 21:08:20.804052366 +0000 UTC m=+62221.310006355,1661202500,0.00875,0.005,0.007921053,0.003666667,0.008461538,0.25,0.016428571,0.0044375,0.015625,0.003,0.00375,0.01,0.005,0.003
2022-08-22 21:09:20.805585174 +0000 UTC m=+62281.311539155,1661202560,0.008011364,0.00325,0.007152015,0.004272727,0.008199153,0.205,0.013333333,0.00386747,0.011630435,0.00325,0.0037,0.007,0.004846154,0.003769231
2022-08-22 21:10:20.739055019 +0000 UTC m=+62341.245009007,1661202620,0.0077,0.0035,0.007222222,0.005416667,0.008529412,0.175,0.013,0.005046296,0.013367347,0.0035,0.003695652,0.005625,0.004714286,0.003222222
2022-08-22 21:11:20.724642214 +0000 UTC m=+62401.230596210,1661202680,0.008011364,0.003,0.007346491,0.007,0.018161765,0.3125,0.01421875,0.006529851,0.013666667,0.004,0.003571429,0.01,0.045833333,0.004
2022-08-22 21:12:21.02540334 +0000 UTC m=+62461.531357319,1661202741,0.008333333,0.004,0.008245283,0.004,0.008419811,0.875,0.017285714,0.00430303,0.015660377,0.003,0.003777778,0.008,0.090625,0.004
2022-08-22 21:13:20.825987193 +0000 UTC m=+62521.331941195,1661202800,0.00877907,0.003,0.007191489,0.003666667,0.008574766,0.1,0.012083333,0.004226667,0.013191489,0.003,0.0042,0.01,0.006666667,0.003285714
2022-08-22 21:14:20.867890244 +0000 UTC m=+62581.373844225,1661202860,0.009214286,0.005,0.008464126,0.003666667,0.00864486,0.375,0.014709302,0.004171429,0.015801887,0.005,0.003761905,0.015,0.07,0.003
2022-08-22 21:15:20.915490208 +0000 UTC m=+62641.421444198,1661202920,0.009671053,0.003,0.008679868,0.00675,0.007438017,0.15625,0.016122449,0.006204819,0.016914063,0.003571429,0.003909091,0.01375,0.005,0.0034
2022-08-22 21:16:20.596551154 +0000 UTC m=+62701.102505134,1661202980,0.009137931,0.003,0.007244318,0.005416667,0.008948598,0.291666667,0.013857143,0.004793103,0.014534884,0.0035,0.0041,0.0075,0.009375,0.0035
2022-08-22 21:17:20.60876003 +0000 UTC m=+62761.114714011,1661203040,0.0085625,0.003,0.007806122,0.004,0.005891089,0.175,0.013984375,0.004064935,0.014264706,0.003,0.003545455,0.0075,0.003,0.003
2022-08-22 21:18:20.689254847 +0000 UTC m=+62821.195208839,1661203100,0.011590909,0.00325,0.009598071,0.004,0.008046875,0.205,0.019545455,0.006107143,0.019375,0.0046,0.004090909,0.01,0.0075,0.004
2022-08-22 21:19:20.555331104 +0000 UTC m=+62881.061285088,1661203160,0.009242424,0.003,0.007702991,0.005,0.012352941,0.25,0.011590909,0.005696721,0.014946809,0.006666667,0.003666667,0.0075,0.055,0.005
2022-08-22 21:20:20.532887257 +0000 UTC m=+62941.038841248,1661203220,0.008397436,0.003,0.00821161,0.005416667,0.006584821,0.19375,0.014054054,0.005871212,0.017317073,0.004333333,0.004111111,0.01375,0.005,0.0035
2022-08-22 21:21:20.701760127 +0000 UTC m=+63001.207714118,1661203280,0.009017857,0.003,0.007326255,0.006,0.010833333,0.2,0.01234375,0.004391304,0.015625,0.003666667,0.003434783,0.0175,0.029166667,0.003666667
2022-08-22 21:22:20.804953735 +0000 UTC m=+63061.310907731,1661203340,0.012837838,0.003,0.008379121,0.006071429,0.008568548,0.25,0.015416667,0.004929825,0.016160714,0.004333333,0.0045,0.0145,0.004090909,0.003857143
2022-08-22 21:23:20.793893776 +0000 UTC m=+63121.299847756,1661203400,0.007688679,0.003,0.007576531,0.004,0.009308036,0.175,0.015,0.005650685,0.014027778,0.003,0.003636364,0.01375,0.005,0.003
2022-08-22 21:24:20.735144028 +0000 UTC m=+63181.241098034,1661203460,0.007727273,0.003,0.007664234,0.008928571,0.006853147,0.175,0.014903846,0.006054688,0.012712766,0.003,0.003454545,0.01625,0.003888889,0.0032
2022-08-22 21:25:20.86629645 +0000 UTC m=+63241.372250434,1661203520,0.0080625,0.004,0.00729,0.0034,0.007071429,0.416666667,0.01525,0.004575758,0.012553191,0.00625,0.003615385,0.007916667,0.057142857,0.005
2022-08-22 21:26:20.816310144 +0000 UTC m=+63301.322264125,1661203580,0.008292683,0.003,0.007157795,0.005833333,0.009534314,0.75,0.0131875,0.00390411,0.012857143,0.004333333,0.004066667,0.008409091,0.01,0.004333333
2022-08-22 21:27:20.763190244 +0000 UTC m=+63361.269144248,1661203640,0.0094375,0.004,0.007987805,0.00625,0.007218045,0.25,0.015585106,0.004041096,0.014883721,0.00625,0.003526316,0.0075,0.025,0.004
2022-08-22 21:28:21.032847355 +0000 UTC m=+63421.538801338,1661203701,0.0125,0.003,0.009212707,0.00625,0.011071429,0.3125,0.018011364,0.006338028,0.016666667,0.004,0.00525,0.0165625,0.0075,0.005
2022-08-22 21:29:20.772901698 +0000 UTC m=+63481.278855678,1661203760,0.00975,0.003,0.008951613,0.006666667,0.008568702,0.175,0.015357143,0.006267606,0.017222222,0.005,0.004,0.008,0.003285714,0.003666667
2022-08-22 21:30:20.974736064 +0000 UTC m=+63541.480690049,1661203820,0.008313953,0.003,0.007369338,0.003333333,0.023189655,0.225,0.014411765,0.004411765,0.015138889,0.003333333,0.004333333,0.007272727,0.0075,0.003
2022-08-22 21:31:20.640035284 +0000 UTC m=+63601.145989267,1661203880,0.00974359,0.005,0.007950192,0.003666667,0.008900862,0.25,0.015178571,0.004606557,0.01465,0.005,0.004333333,0.01,0.003666667,0.005
2022-08-22 21:32:20.647430129 +0000 UTC m=+63661.153384139,1661203940,0.008109756,0.0035,0.007351916,0.006875,0.00947479,0.2125,0.014728261,0.005090909,0.014615385,0.0035,0.0042,0.009166667,0.0175,0.003857143
2022-08-22 21:33:20.666032152 +0000 UTC m=+63721.171986133,1661204000,0.009797297,0.003,0.008587361,0.005,0.007384615,0.25,0.016907895,0.005868056,0.015538462,0.003222222,0.00375,0.007833333,0.0045,0.003352941
2022-08-22 21:34:20.567261127 +0000 UTC m=+63781.073215107,1661204060,0.008139535,0.003,0.007047038,0.003666667,0.008547619,0.175,0.013046875,0.005625,0.013461538,0.003,0.003666667,0.005625,0.00875,0.003
2022-08-22 21:35:20.856909591 +0000 UTC m=+63841.362863588,1661204120,0.008378378,0.003,0.007466667,0.003666667,0.009613821,0.175,0.013145161,0.004181818,0.01462766,0.003,0.004333333,0.007916667,0.0075,0.005
2022-08-22 21:36:20.529915299 +0000 UTC m=+63901.035869307,1661204180,0.007692308,0.003,0.006377005,0.003571429,0.007612613,0.2,0.013055556,0.003984127,0.011041667,0.003666667,0.004733333,0.008055556,0.00475,0.003285714
2022-08-22 21:37:20.75664409 +0000 UTC m=+63961.262598071,1661204240,0.009677419,0.0034,0.00890625,0.007,0.009436275,0.175,0.015670732,0.005933333,0.015286885,0.004,0.004,0.008333333,0.003666667,0.0034
2022-08-22 21:38:20.661934659 +0000 UTC m=+64021.167888639,1661204300,0.009459459,0.003,0.007379518,0.006,0.009004425,0.1375,0.014934211,0.006007463,0.01375,0.005833333,0.0035,0.0085,0.0375,0.003222222
2022-08-22 21:39:20.640241995 +0000 UTC m=+64081.146195983,1661204360,0.009191176,0.003,0.008205128,0.006785714,0.009073276,0.375,0.016032609,0.005043103,0.015847458,0.004,0.003933333,0.0075,0.009166667,0.004
2022-08-22 21:40:20.740873228 +0000 UTC m=+64141.246827220,1661204420,0.009779412,0.005,0.00781362,0.006666667,0.007926829,0.3125,0.015131579,0.004548387,0.01515625,0.003,0.003736842,0.00775,0.04375,0.0042
2022-08-22 21:41:20.972501981 +0000 UTC m=+64201.478455962,1661204480,0.008676471,0.0035,0.007797357,0.003857143,0.007654639,0.1,0.016346154,0.004333333,0.013586957,0.004333333,0.003315789,0.0075,0.004,0.003857143
2022-08-22 21:42:20.732947048 +0000 UTC m=+64261.238901028,1661204540,0.009473684,0.003,0.007756184,0.007,0.007741935,0.1375,0.014125,0.005044643,0.016634615,0.004,0.004176471,0.0075,0.005,0.003
